Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Royal Hong Kong Yacht Club Div 12,Royal Hong Kong Yacht Club,3.888888888888889,3.2857142857142856,0.6031746031746033
Global Squash 2,Harbour Road Sports Centre,3.25,2.7777777777777777,0.4722222222222223
Star River 1,Cornwall Street Squash Centre,4.0,3.5714285714285716,0.4285714285714284
Winter Warriors,HK Squash Centre,3.125,2.7142857142857144,0.4107142857142856
Sha Tin 5,Cornwall Street Squash Centre,3.25,2.857142857142857,0.3928571428571428
Hong Kong Football Club 12A,Hong Kong Football Club,2.142857142857143,1.875,0.2678571428571428
CSD Squash Team,HK Squash Centre,1.25,1.0,0.25
SKCSC Div 12,Cornwall Street Squash Centre,2.0,2.0,0.0
Latecomers,HK Squash Centre,0.42857142857142855,1.0,-0.5714285714285714
Hong Kong Football Club 12B,Hong Kong Football Club,1.25,2.0,-0.75
Physical Chess 4,Harbour Road Sports Centre,3.125,4.125,-1.0
