Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Kinetic 1,i-Mask Advance Squash Club 2,HK Squash Centre (HKSC),1,09/10/2018,0-5,"['0-3', '0-3', '1-3', '1-3', '0-3']",0,5,2,15
Spark 1,Hong Kong Cricket Club 3,HK Squash Centre (HKSC),1,09/10/2018,3-2,"['3-1', '3-0', '0-3', '3-1', '1-3']",3,2,10,8
Smart Squash 2,The Squash Club 1,Cornwall Street (CSPSC),1,09/10/2018,4-1,"['1-3', 'WO', '3-0', '3-0', '3-0']",4,1,13,3
The New Generation X,Perrier Sergio Tacchini KCC 5,Cornwall Street (CSPSC),1,09/10/2018,2-3,"['3-0', '3-0', '2-3', '2-3', '0-3']",2,3,10,9
i-Mask Advance Squash Club 2,Spark 1,Cornwall Street (CSPSC),2,16/10/2018,0-5,"['2-3', '0-3', '0-3', '2-3', '2-3']",0,5,6,15
The Squash Club 1,The New Generation X,Cornwall Street (CSPSC),2,16/10/2018,0-5,"['1-3', '0-3', '0-3', '0-3', '0-3']",0,5,1,15
Hong Kong Cricket Club 3,Smart Squash 2,Hong Kong Cricket Club (HKCC),2,16/10/2018,3-2,"['3-2', '1-3', '3-2', '3-2', '1-3']",3,2,11,12
Hong Kong Football Club 5,Kinetic 1,Hong Kong Football Club (HKFC),2,16/10/2018,5-0,"['3-1', '3-0', '3-0', '3-0', '3-0']",5,0,15,1
Spark 1,Hong Kong Football Club 5,HK Squash Centre (HKSC),3,23/10/2018,3-2,"['3-0', '3-1', '0-3', '3-1', '2-3']",3,2,11,8
Hong Kong Cricket Club 3,The New Generation X,Hong Kong Cricket Club (HKCC),3,23/10/2018,2-3,"['3-2', '0-3', '3-0', '0-3', '2-3']",2,3,8,11
Smart Squash 2,i-Mask Advance Squash Club 2,Cornwall Street (CSPSC),3,23/10/2018,5-0,"['3-0', '3-1', '3-1', '3-1', '3-0']",5,0,15,3
The Squash Club 1,Perrier Sergio Tacchini KCC 5,Cornwall Street (CSPSC),3,23/10/2018,0-5,"['1-3', '0-3', '1-3', '1-3', '0-3']",0,5,3,15
Kinetic 1,Spark 1,HK Squash Centre (HKSC),4,30/10/2018,1-4,"['3-2', '0-3', '0-3', '0-3', '0-3']",1,4,3,14
i-Mask Advance Squash Club 2,The New Generation X,Cornwall Street (CSPSC),4,30/10/2018,1-4,"['3-2', '1-3', '1-3', '0-3', '0-3']",1,4,5,14
Perrier Sergio Tacchini KCC 5,Hong Kong Cricket Club 3,Kowloon Cricket Club (KCC),4,30/10/2018,2-3,"['3-1', '3-0', '0-3', '1-3', '1-3']",2,3,8,10
Hong Kong Football Club 5,Smart Squash 2,Hong Kong Football Club (HKFC),4,30/10/2018,2-3,"['1-3', '1-3', '2-3', '3-2', '3-1']",2,3,10,12
The Squash Club 1,Hong Kong Cricket Club 3,Cornwall Street (CSPSC),5,06/11/2018,1-4,"['2-3', '0-3', '3-0', '0-3', '0-3']",1,4,5,12
The New Generation X,Hong Kong Football Club 5,Cornwall Street (CSPSC),5,06/11/2018,4-1,"['3-0', '3-1', '2-3', '3-0', '3-2']",4,1,14,6
Smart Squash 2,Kinetic 1,Cornwall Street (CSPSC),5,06/11/2018,4-1,"['2-3', '3-0', '3-1', '3-0', '3-0']",4,1,14,4
Perrier Sergio Tacchini KCC 5,i-Mask Advance Squash Club 2,Kowloon Cricket Club (KCC),5,06/11/2018,4-1,"['0-3', '3-2', '3-1', '3-0', '3-1']",4,1,12,7
Spark 1,Smart Squash 2,HK Squash Centre (HKSC),6,13/11/2018,4-1,"['3-1', '3-1', '3-0', '3-1', '2-3']",4,1,14,6
Kinetic 1,The New Generation X,HK Squash Centre (HKSC),6,13/11/2018,0-5,"['0-3', '1-3', '0-3', '0-3', '0-3']",0,5,1,15
i-Mask Advance Squash Club 2,The Squash Club 1,Cornwall Street (CSPSC),6,13/11/2018,4-1,"['0-3', '3-0', '3-0', '3-0', 'CR']",4,1,12,3
Hong Kong Football Club 5,Perrier Sergio Tacchini KCC 5,Hong Kong Football Club (HKFC),6,13/11/2018,2-3,"['1-3', '2-3', '3-0', '3-0', '1-3']",2,3,10,9
The Squash Club 1,Hong Kong Football Club 5,Cornwall Street (CSPSC),7,27/11/2018,1-4,"['3-0', '1-3', '0-3', '0-3', '0-3']",1,4,4,12
The New Generation X,Spark 1,Cornwall Street (CSPSC),7,27/11/2018,3-2,"['3-0', '0-3', '3-0', '3-1', '1-3']",3,2,10,7
Hong Kong Cricket Club 3,i-Mask Advance Squash Club 2,Hong Kong Cricket Club (HKCC),7,27/11/2018,4-1,"['3-0', '3-1', '3-1', '1-3', 'CR']",4,1,13,5
Perrier Sergio Tacchini KCC 5,Kinetic 1,Kowloon Cricket Club (KCC),7,27/11/2018,5-0,"['3-2', '3-0', '3-1', '3-0', '3-0']",5,0,15,3
Kinetic 1,The Squash Club 1,HK Squash Centre (HKSC),8,04/12/2018,4-1,"['0-3', 'CR', '3-0', '3-0', '3-0']",4,1,12,3
Spark 1,Perrier Sergio Tacchini KCC 5,HK Squash Centre (HKSC),8,04/12/2018,2-3,"['1-3', '0-3', '1-3', '3-0', '3-0']",2,3,8,9
