Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
i-Mask Advance Squash Club 11,Mass,Cornwall Street (CSPSC),1,10/10/2018,5-0,"['3-0', '3-0', '3-0', '3-0', '3-1']",5,0,15,1
CSD,Exclamation,Pei Ho Street (PHSSC),1,10/10/2018,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
Head Sha Tin 5,Winter Warriors,Pei Ho Street (PHSSC),1,10/10/2018,4-1,"['2-3', '3-0', '3-0', '3-0', '3-1']",4,1,14,4
Global 2,Alpha CUHK 2,HK Squash Centre (HKSC),1,10/10/2018,4-1,"['3-2', '3-0', '0-3', '3-1', '3-0']",4,1,12,6
Star River 4,Hong Kong Football Club 16,Cornwall Street (CSPSC),1,10/10/2018,2-3,"['0-3', '0-3', '3-0', '3-1', '0-3']",2,3,6,10
Airporterz,Craigengower Cricket Club,Kwun Chung (KCSC),1,10/10/2018,4-1,"['3-0', '3-1', '3-0', '0-3', '3-1']",4,1,12,5
i-Mask Advance Squash Club 11,Exclamation,Cornwall Street (CSPSC),2,24/10/2018,2-3,"['1-3', '3-0', '1-3', '3-0', '0-3']",2,3,8,9
Mass,Hong Kong Football Club 16,Cornwall Street (CSPSC),2,24/10/2018,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
CSD,Airporterz,Pei Ho Street (PHSSC),2,24/10/2018,0-5,"['0-3', '0-3', '0-3', '2-3', '0-3']",0,5,2,15
Head Sha Tin 5,Star River 4,Pei Ho Street (PHSSC),2,24/10/2018,4-1,"['3-1', '0-3', '3-0', '3-0', '3-0']",4,1,12,4
Alpha CUHK 2,Winter Warriors,Chinese University of HK (CUHK),2,24/10/2018,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Craigengower Cricket Club,Global 2,Craigengower Cricket Club (CCC),2,24/10/2018,0-5,"['1-3', '0-3', '1-3', '0-3', '0-3']",0,5,2,15
Star River 4,Alpha CUHK 2,Cornwall Street (CSPSC),3,31/10/2018,3-2,"['3-2', '1-3', '3-0', '0-3', '3-0']",3,2,10,8
