Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Hong Kong Football Club 8A,Hong Kong Football Club 8C,Hong Kong Football Club (HKFC),1,08/10/2018,4-1,"['3-0', '2-3', '3-0', '3-0', '3-2']",4,1,14,5
Friend Club 4,Perrier Sergio Tacchini KCC 6,Cornwall Street (CSPSC),1,08/10/2018,2-3,"['2-3', '0-3', '3-2', '3-1', '0-3']",2,3,8,12
Head Sha Tin 3,Target,Cornwall Street (CSPSC),1,08/10/2018,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Hong Kong Cricket Club 4,Hong Kong Football Club 8B,Hong Kong Cricket Club (HKCC),1,08/10/2018,3-2,"['3-2', '2-3', '2-3', '3-0', '3-2']",3,2,13,10
The Hong Kong Jockey Club D8,Discovery Bay,HKJC Sha Tin Club House (HKJC),1,08/10/2018,5-0,"['3-1', '3-0', '3-0', '3-0', 'CR']",5,0,15,1
Head Sha Tin 3,Hong Kong Football Club 8C,Cornwall Street (CSPSC),2,15/10/2018,5-0,"['3-1', '3-0', '3-2', '3-1', '3-0']",5,0,15,4
Friend Club 4,Hong Kong Cricket Club 4,Cornwall Street (CSPSC),2,15/10/2018,3-2,"['3-0', '3-0', '0-3', '3-2', '0-3']",3,2,9,8
Star River 1,Perrier Sergio Tacchini KCC 6,Cornwall Street (CSPSC),2,15/10/2018,2-3,"['3-1', '0-3', '0-3', '1-3', '3-2']",2,3,7,12
Hong Kong Football Club 8B,Hong Kong Football Club 8A,Hong Kong Football Club (HKFC),2,15/10/2018,2-3,"['2-3', '3-0', '1-3', '0-3', '3-0']",2,3,9,9
The Hong Kong Jockey Club D8,Target,HKJC Sha Tin Club House (HKJC),2,15/10/2018,5-0,"['3-1', '3-0', '3-2', '3-0', '3-0']",5,0,15,3
Target,Friend Club 4,Cornwall Street (CSPSC),3,22/10/2018,0-5,"['0-3', '1-3', '0-3', '0-3', '0-3']",0,5,1,15
Hong Kong Cricket Club 4,Head Sha Tin 3,Hong Kong Cricket Club (HKCC),3,22/10/2018,3-2,"['0-3', '3-0', '3-1', '3-2', '0-3']",3,2,9,9
Hong Kong Football Club 8C,Hong Kong Football Club 8B,Hong Kong Football Club (HKFC),3,22/10/2018,3-2,"['1-3', '2-3', '3-1', '3-0', '3-2']",3,2,12,9
Perrier Sergio Tacchini KCC 6,The Hong Kong Jockey Club D8,Kowloon Cricket Club (KCC),3,22/10/2018,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Discovery Bay,Star River 1,Discovery Bay (DB),3,22/10/2018,3-2,"['2-3', '3-0', '0-3', '3-1', '3-1']",3,2,11,8
