Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Kwai Tsing District Squash Club 2,7NT,Cornwall Street (CSPSC),1,12/10/2018,0-5,"['0-3', '1-3', '0-3', '0-3', '0-3']",0,5,1,15
Latecomers,The Zero Squash Club D17,Kwun Chung (KCSC),1,12/10/2018,1-4,"['3-0', '0-3', '0-3', '0-3', '0-3']",1,4,3,12
i-Mask Advance Squash Club 13,Friend Club 6,Cornwall Street (CSPSC),1,12/10/2018,5-0,"['3-1', '3-0', '3-0', '3-0', '3-0']",5,0,15,1
Kinetic 7,Giant 3,Yeung Uk Road (YURSC),1,12/10/2018,4-1,"['1-3', '3-0', '3-0', '3-2', '3-0']",4,1,13,5
Giant 3,The Zero Squash Club D17,Cornwall Street (CSPSC),2,19/10/2018,2-3,"['3-0', '0-3', '0-3', '1-3', '3-1']",2,3,7,10
Kinetic 7,i-Mask Advance Squash Club 13,Yeung Uk Road (YURSC),2,19/10/2018,1-4,"['1-3', '1-3', '0-3', '3-1', '0-3']",1,4,5,13
Friend Club 6,7NT,Cornwall Street (CSPSC),2,19/10/2018,1-4,"['1-3', '0-3', '0-3', '3-2', '1-3']",1,4,5,14
Latecomers,Kwai Tsing District Squash Club 2,Kwun Chung (KCSC),2,19/10/2018,1-4,"['3-0', '0-3', '0-3', '1-3', 'WO']",1,4,4,12
The Zero Squash Club D17,i-Mask Advance Squash Club 13,HK Squash Centre (HKSC),3,26/10/2018,3-2,"['0-3', '3-0', '1-3', '3-2', '3-1']",3,2,10,9
Kwai Tsing District Squash Club 2,Giant 3,HK Squash Centre (HKSC),3,26/10/2018,0-5,"['0-3', '0-3', '0-3', '0-3', '2-3']",0,5,2,15
7NT,Latecomers,Cornwall Street (CSPSC),3,26/10/2018,5-0,"['3-0', 'CR', 'CR', 'CR', 'CR']",5,0,15,0
Friend Club 6,Kinetic 7,Cornwall Street (CSPSC),3,26/10/2018,0-5,"['0-3', '0-3', '0-3', '0-3', 'CR']",0,5,0,15
i-Mask Advance Squash Club 13,Kwai Tsing District Squash Club 2,Cornwall Street (CSPSC),4,02/11/2018,4-1,"['1-3', '3-0', '3-0', '3-0', '3-0']",4,1,13,3
Giant 3,7NT,Cornwall Street (CSPSC),4,02/11/2018,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
Friend Club 6,Latecomers,Cornwall Street (CSPSC),4,02/11/2018,4-1,"['3-0', '1-3', '3-0', '3-0', 'WO']",4,1,13,3
Kinetic 7,The Zero Squash Club D17,Yeung Uk Road (YURSC),4,02/11/2018,3-2,"['3-1', '0-3', '0-3', '3-1', '3-0']",3,2,9,8
Kwai Tsing District Squash Club 2,Kinetic 7,Cornwall Street (CSPSC),5,09/11/2018,1-4,"['3-1', '0-3', '0-3', '0-3', '0-3']",1,4,3,13
The Zero Squash Club D17,Friend Club 6,Cornwall Street (CSPSC),5,09/11/2018,5-0,"['3-2', '3-0', '3-1', '3-1', '3-0']",5,0,15,4
7NT,i-Mask Advance Squash Club 13,Cornwall Street (CSPSC),5,09/11/2018,2-3,"['3-0', '3-2', '0-3', '0-3', '0-3']",2,3,6,11
Latecomers,Giant 3,Kwun Chung (KCSC),5,09/11/2018,1-4,"['3-0', '0-3', 'CR', 'CR', 'CR']",1,4,3,12
Friend Club 6,Giant 3,Cornwall Street (CSPSC),6,16/11/2018,0-5,"['0-3', '0-3', '2-3', '2-3', '1-3']",0,5,5,15
i-Mask Advance Squash Club 13,Latecomers,Cornwall Street (CSPSC),6,16/11/2018,4-1,"['0-3', '3-0', '3-0', '3-0', 'CR']",4,1,12,3
The Zero Squash Club D17,Kwai Tsing District Squash Club 2,Cornwall Street (CSPSC),6,16/11/2018,4-1,"['0-3', '3-0', '3-0', '3-0', '3-0']",4,1,12,3
Kinetic 7,7NT,Yeung Uk Road (YURSC),6,16/11/2018,1-4,"['0-3', '0-3', '0-3', '0-3', '3-0']",1,4,3,12
The Zero Squash Club D17,7NT,HK Squash Centre (HKSC),7,30/11/2018,1-4,"['0-3', '1-3', '1-3', '3-0', '0-3']",1,4,5,12
Kwai Tsing District Squash Club 2,Friend Club 6,HK Squash Centre (HKSC),7,30/11/2018,2-3,"['3-1', '2-3', '0-3', '0-3', 'CR']",2,3,5,13
Giant 3,i-Mask Advance Squash Club 13,Cornwall Street (CSPSC),7,30/11/2018,1-4,"['3-2', '0-3', '0-3', '0-3', '0-3']",1,4,3,14
Latecomers,Kinetic 7,Kwun Chung (KCSC),7,30/11/2018,1-4,"['3-0', '0-3', '1-3', 'WO', 'WO']",1,4,4,12
