Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Star River 3,Invader Squash,Cornwall Street (CSPSC),1,09/10/2018,2-3,"['3-1', '3-0', '0-3', '1-3', '0-3']",2,3,7,10
Mark Six,South China Athletic Association,Cornwall Street (CSPSC),1,09/10/2018,0-5,"['1-3', '0-3', '0-3', '1-3', '0-3']",0,5,2,15
ZOMA,Kinetic 6,Cornwall Street (CSPSC),1,09/10/2018,3-2,"['3-0', '3-0', '1-3', '0-3', '3-0']",3,2,10,6
Relay 1,Flash,Yuen Long Jockey Club (YLJCSC),1,09/10/2018,1-4,"['3-1', '0-3', '0-3', '0-3', '0-3']",1,4,3,13
Phoenix 2,HKCC Tuesday Night Rockers,Harbour Road (HRSC),1,09/10/2018,2-3,"['3-0', '0-3', '1-3', '0-3', '3-1']",2,3,7,10
HKFS,Police 2,Pei Ho Street (PHSSC),1,09/10/2018,5-0,"['3-1', '3-0', '3-0', '3-2', '3-1']",5,0,15,4
South China Athletic Association,ZOMA,HK Squash Centre (HKSC),2,16/10/2018,1-4,"['0-3', '1-3', '1-3', '3-1', '0-3']",1,4,5,13
Kinetic 6,HKCC Tuesday Night Rockers,HK Squash Centre (HKSC),2,16/10/2018,2-3,"['2-3', '1-3', '1-3', '3-0', '3-0']",2,3,10,9
Star River 3,Phoenix 2,Cornwall Street (CSPSC),2,16/10/2018,3-2,"['2-3', '3-0', '3-1', '0-3', '3-0']",3,2,11,7
Flash,Mark Six,Cornwall Street (CSPSC),2,16/10/2018,5-0,"['3-0', '3-0', '3-1', '3-0', '3-0']",5,0,15,1
Relay 1,HKFS,Yuen Long Jockey Club (YLJCSC),2,16/10/2018,1-4,"['3-2', '1-3', '1-3', '0-3', '0-3']",1,4,5,14
Invader Squash,Police 2,Harbour Road (HRSC),2,16/10/2018,4-1,"['0-3', '3-0', '3-0', '3-0', '3-0']",4,1,12,3
South China Athletic Association,Relay 1,HK Squash Centre (HKSC),3,23/10/2018,2-3,"['0-3', '1-3', '3-1', '2-3', '3-0']",2,3,9,10
Kinetic 6,Mark Six,HK Squash Centre (HKSC),3,23/10/2018,4-1,"['0-3', '3-0', '3-0', '3-0', '3-0']",4,1,12,3
Phoenix 2,ZOMA,Harbour Road (HRSC),3,23/10/2018,1-4,"['2-3', '0-3', '1-3', '3-1', 'CR']",1,4,6,13
Police 2,Flash,Police Sports & Recreation Club (PSRC),3,23/10/2018,0-5,"['0-3', '0-3', '0-3', '2-3', '1-3']",0,5,3,15
HKCC Tuesday Night Rockers,Star River 3,Hong Kong Cricket Club (HKCC),3,23/10/2018,3-2,"['1-3', '1-3', '3-0', '3-1', '3-0']",3,2,11,7
HKFS,Invader Squash,Pei Ho Street (PHSSC),3,23/10/2018,3-2,"['3-2', '3-0', '0-3', '2-3', '3-1']",3,2,11,9
Invader Squash,HKCC Tuesday Night Rockers,Harbour Road (HRSC),4,30/10/2018,4-1,"['3-2', '3-1', '2-3', '3-0', '3-0']",4,1,14,6
Star River 3,ZOMA,Cornwall Street (CSPSC),4,30/10/2018,3-2,"['2-3', '3-1', '3-0', '3-0', '1-3']",3,2,12,7
Mark Six,Phoenix 2,Cornwall Street (CSPSC),4,30/10/2018,0-5,"['1-3', '0-3', '0-3', '0-3', '0-3']",0,5,1,15
HKFS,Flash,Pei Ho Street (PHSSC),4,30/10/2018,1-4,"['3-1', '1-3', '0-3', '1-3', '1-3']",1,4,6,13
Relay 1,Kinetic 6,Yuen Long Jockey Club (YLJCSC),4,30/10/2018,5-0,"['3-0', '3-0', '3-2', '3-1', '3-0']",5,0,15,3
Police 2,South China Athletic Association,Police Sports & Recreation Club (PSRC),4,30/10/2018,3-2,"['0-3', '3-0', '3-1', '3-0', '0-3']",3,2,9,7
Kinetic 6,Police 2,HK Squash Centre (HKSC),5,06/11/2018,0-5,"['0-3', '1-3', '0-3', '0-3', '2-3']",0,5,3,15
South China Athletic Association,HKFS,HK Squash Centre (HKSC),5,06/11/2018,1-4,"['2-3', '3-0', '0-3', '0-3', '0-3']",1,4,5,12
Phoenix 2,Relay 1,Harbour Road (HRSC),5,06/11/2018,4-1,"['2-3', '3-0', '3-1', '3-2', '3-0']",4,1,14,6
Star River 3,Mark Six,Cornwall Street (CSPSC),5,06/11/2018,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Flash,Invader Squash,Cornwall Street (CSPSC),5,06/11/2018,2-3,"['3-0', '3-1', '2-3', '0-3', '2-3']",2,3,10,10
