Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Hong Kong Cricket Club Rockettes,Hong Kong Football Club L3A,Hong Kong Cricket Club (HKCC),1,12/10/2018,0-4,"['CR', 'CR', 'CR', 'CR']",0,4,0,12
Hong Kong Football Club L3B,Hong Kong Football Club L3C,Hong Kong Football Club (HKFC),1,12/10/2018,4-0,"['3-0', '3-0', '3-0', '3-0']",4,0,12,0
Perrier Ladies,Polladies,HK Squash Centre (HKSC),1,12/10/2018,2-2,"['0-3', '2-3', '3-1', '3-0']",2,2,8,7
Perrier Ladies,Hong Kong Cricket Club Rockettes,HK Squash Centre (HKSC),2,19/10/2018,2-2,"['3-1', '0-3', '0-3', '3-1']",2,2,6,8
Hong Kong Football Club L3A,Hong Kong Football Club L3B,Hong Kong Football Club (HKFC),2,19/10/2018,2-2,"['0-3', '0-3', '3-1', '3-1']",2,2,6,8
Polladies,Hong Kong Football Club L3C,Police Sports & Recreation Club (PSRC),2,19/10/2018,3-1,"['0-3', '3-2', '3-0', '3-0']",3,1,9,5
Hong Kong Football Club L3B,Perrier Ladies,Hong Kong Football Club (HKFC),3,26/10/2018,4-0,"['3-0', '3-2', '3-2', '3-0']",4,0,12,4
Hong Kong Football Club L3C,Hong Kong Football Club L3A,Hong Kong Football Club (HKFC),3,26/10/2018,1-3,"['3-0', '0-3', '0-3', '1-3']",1,3,4,9
Polladies,Hong Kong Cricket Club Rockettes,Police Sports & Recreation Club (PSRC),3,26/10/2018,3-1,"['3-0', '0-3', '3-2', '3-0']",3,1,9,5
Hong Kong Football Club L3B,Polladies,Hong Kong Football Club (HKFC),4,02/11/2018,2-2,"['0-3', '3-0', '3-0', '0-3']",2,2,6,6
Perrier Ladies,Hong Kong Football Club L3A,HK Squash Centre (HKSC),4,02/11/2018,4-0,"['3-0', '3-0', '3-0', '3-0']",4,0,12,0
Hong Kong Cricket Club Rockettes,Hong Kong Football Club L3C,Hong Kong Cricket Club (HKCC),4,02/11/2018,2-2,"['3-0', '1-3', '1-3', '3-0']",2,2,8,6
Perrier Ladies,Hong Kong Football Club L3C,HK Squash Centre (HKSC),5,09/11/2018,4-0,"['3-0', '3-0', '3-0', '3-0']",4,0,12,0
Hong Kong Cricket Club Rockettes,Hong Kong Football Club L3B,Hong Kong Cricket Club (HKCC),5,09/11/2018,1-3,"['1-3', '3-1', '0-3', '0-3']",1,3,4,10
Hong Kong Football Club L3A,Polladies,Hong Kong Football Club (HKFC),5,09/11/2018,0-4,"['0-3', '1-3', '2-3', '0-3']",0,4,3,12
Polladies,Perrier Ladies,Police Sports & Recreation Club (PSRC),6,16/11/2018,3-1,"['3-0', '3-0', '3-2', '1-3']",3,1,10,5
Hong Kong Football Club L3A,Hong Kong Cricket Club Rockettes,Hong Kong Football Club (HKFC),6,16/11/2018,0-4,"['0-3', '0-3', '0-3', '0-3']",0,4,0,12
Hong Kong Football Club L3C,Hong Kong Football Club L3B,Hong Kong Football Club (HKFC),6,16/11/2018,4-0,"['3-1', '3-1', '3-0', '3-0']",4,0,12,2
Hong Kong Cricket Club Rockettes,Perrier Ladies,Hong Kong Cricket Club (HKCC),7,30/11/2018,0-4,"['0-3', '1-3', '2-3', '0-3']",0,4,3,12
Hong Kong Football Club L3B,Hong Kong Football Club L3A,Hong Kong Football Club (HKFC),7,30/11/2018,3-1,"['3-0', '0-3', '3-2', '3-0']",3,1,9,5
Hong Kong Football Club L3C,Polladies,Hong Kong Football Club (HKFC),7,30/11/2018,0-4,"['0-3', '1-3', '0-3', '0-3']",0,4,1,12
Perrier Ladies,Hong Kong Football Club L3B,HK Squash Centre (HKSC),8,07/12/2018,3-1,"['2-3', '3-2', '3-0', '3-1']",3,1,11,6
Hong Kong Cricket Club Rockettes,Polladies,Hong Kong Cricket Club (HKCC),8,07/12/2018,2-2,"['0-3', '3-0', '0-3', '3-1']",2,2,6,7
Hong Kong Football Club L3A,Hong Kong Football Club L3C,Hong Kong Football Club (HKFC),8,07/12/2018,0-4,"['0-3', '2-3', '0-3', '0-3']",0,4,2,12
Hong Kong Football Club L3A,Perrier Ladies,Hong Kong Football Club (HKFC),9,14/12/2018,1-3,"['3-0', '0-3', '0-3', 'CR']",1,3,3,9
Hong Kong Football Club L3C,Hong Kong Cricket Club Rockettes,Hong Kong Football Club (HKFC),9,14/12/2018,0-4,"['0-3', '0-3', '0-3', '0-3']",0,4,0,12
Polladies,Hong Kong Football Club L3B,Police Sports & Recreation Club (PSRC),9,14/12/2018,4-0,"['3-0', '3-0', '3-0', '3-0']",4,0,12,0
Hong Kong Football Club L3B,Hong Kong Cricket Club Rockettes,Hong Kong Football Club (HKFC),10,04/01/2019,1-3,"['3-1', '0-3', '1-3', '0-3']",1,3,4,10
Hong Kong Football Club L3C,Perrier Ladies,Hong Kong Football Club (HKFC),10,04/01/2019,0-4,"['0-3', '0-3', '0-3', '0-3']",0,4,0,12
Polladies,Hong Kong Football Club L3A,Police Sports & Recreation Club (PSRC),10,04/01/2019,3-1,"['3-0', '3-0', '1-3', '3-2']",3,1,10,5
Hong Kong Cricket Club Rockettes,Hong Kong Football Club L3A,Hong Kong Cricket Club (HKCC),11,11/01/2019,4-0,"['3-0', '3-0', '3-0', '3-0']",4,0,12,0
Hong Kong Football Club L3B,Hong Kong Football Club L3C,Hong Kong Football Club (HKFC),11,11/01/2019,3-1,"['3-0', '1-3', '3-1', '3-0']",3,1,10,4
Polladies,Perrier Ladies,Police Sports & Recreation Club (PSRC),11,11/01/2019,2-2,"['3-0', '0-3', '3-2', '0-3']",2,2,6,8
Perrier Ladies,Hong Kong Cricket Club Rockettes,HK Squash Centre (HKSC),12,18/01/2019,1-3,"['3-1', '1-3', '0-3', '0-3']",1,3,4,10
Hong Kong Football Club L3A,Hong Kong Football Club L3B,Hong Kong Football Club (HKFC),12,18/01/2019,2-2,"['0-3', '1-3', '3-0', '3-0']",2,2,7,6
Hong Kong Football Club L3C,Polladies,Hong Kong Football Club (HKFC),12,18/01/2019,0-4,"['0-3', '0-3', '0-3', '0-3']",0,4,0,12
Hong Kong Football Club L3B,Perrier Ladies,Hong Kong Football Club (HKFC),13,25/01/2019,0-4,"['0-3', '0-3', '0-3', '0-3']",0,4,0,12
Hong Kong Football Club L3C,Hong Kong Football Club L3A,Hong Kong Football Club (HKFC),13,25/01/2019,1-3,"['3-0', '1-3', '0-3', '0-3']",1,3,4,9
Polladies,Hong Kong Cricket Club Rockettes,Police Sports & Recreation Club (PSRC),13,25/01/2019,1-3,"['3-0', '0-3', '0-3', '0-3']",1,3,3,9
Hong Kong Football Club L3B,Polladies,Hong Kong Football Club (HKFC),14,22/02/2019,4-0,"['3-0', '3-0', '3-0', '3-0']",4,0,12,0
Hong Kong Cricket Club Rockettes,Hong Kong Football Club L3C,Hong Kong Cricket Club (HKCC),14,22/02/2019,3-1,"['3-0', '1-3', '3-0', '3-0']",3,1,10,3
Perrier Ladies,Hong Kong Football Club L3A,HK Squash Centre (HKSC),14,22/02/2019,4-0,"['3-0', '3-1', '3-2', '3-0']",4,0,12,3
Perrier Ladies,Hong Kong Football Club L3C,HK Squash Centre (HKSC),15,01/03/2019,4-0,"['3-1', '3-0', '3-0', '3-0']",4,0,12,1
Hong Kong Cricket Club Rockettes,Hong Kong Football Club L3B,Hong Kong Cricket Club (HKCC),15,01/03/2019,4-0,"['3-0', '3-0', '3-0', 'WO']",4,0,12,0
Hong Kong Football Club L3A,Polladies,Hong Kong Football Club (HKFC),15,01/03/2019,3-1,"['0-3', '3-0', '3-2', '3-2']",3,1,9,7
Perrier Ladies,Polladies,HK Squash Centre (HKSC),16,08/03/2019,2-2,"['0-3', '3-0', '3-0', '1-3']",2,2,7,6
Hong Kong Football Club L3C,Hong Kong Football Club L3B,Hong Kong Football Club (HKFC),16,08/03/2019,4-0,"['3-0', '3-0', '3-0', '3-0']",4,0,12,0
Hong Kong Football Club L3A,Hong Kong Cricket Club Rockettes,Hong Kong Football Club (HKFC),16,08/03/2019,0-4,"['0-3', '0-3', '0-3', '0-3']",0,4,0,12
Hong Kong Cricket Club Rockettes,Perrier Ladies,Hong Kong Cricket Club (HKCC),17,15/03/2019,2-2,"['1-3', '3-1', '1-3', '3-0']",2,2,8,7
Hong Kong Football Club L3B,Hong Kong Football Club L3A,Hong Kong Football Club (HKFC),17,15/03/2019,4-0,"['3-0', '3-1', '3-0', '3-2']",4,0,12,3
Polladies,Hong Kong Football Club L3C,Police Sports & Recreation Club (PSRC),17,15/03/2019,4-0,"['3-0', '3-0', '3-1', '3-0']",4,0,12,1
Perrier Ladies,Hong Kong Football Club L3B,HK Squash Centre (HKSC),18,22/03/2019,4-0,"['3-0', '3-2', '3-1', '3-1']",4,0,12,4
Hong Kong Cricket Club Rockettes,Polladies,Hong Kong Cricket Club (HKCC),18,22/03/2019,4-0,"['3-1', '3-1', '3-1', 'CR']",4,0,12,3
Hong Kong Football Club L3A,Hong Kong Football Club L3C,Hong Kong Football Club (HKFC),18,22/03/2019,1-3,"['0-3', '0-3', '0-3', '3-0']",1,3,3,9
Hong Kong Football Club L3A,Perrier Ladies,Hong Kong Football Club (HKFC),19,29/03/2019,0-4,"['0-3', '0-3', '0-3', '0-3']",0,4,0,12
Hong Kong Football Club L3C,Hong Kong Cricket Club Rockettes,Hong Kong Football Club (HKFC),19,29/03/2019,1-3,"['0-3', '2-3', '3-0', '0-3']",1,3,5,9
Polladies,Hong Kong Football Club L3B,Police Sports & Recreation Club (PSRC),19,29/03/2019,1-3,"['0-3', '0-3', '1-3', '3-1']",1,3,4,10
Hong Kong Football Club L3C,Perrier Ladies,Hong Kong Football Club (HKFC),20,12/04/2019,0-4,"['0-3', '0-3', '0-3', '0-3']",0,4,0,12
Hong Kong Football Club L3B,Hong Kong Cricket Club Rockettes,Hong Kong Football Club (HKFC),20,12/04/2019,0-4,"['2-3', '0-3', '0-3', '0-3']",0,4,2,12
