Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Hong Kong Football Club M3B,Hong Kong Cricket Club M3,Hong Kong Football Club (HKFC),1,11/10/2018,2-3,"['0-3', '0-3', '1-3', '3-0', '3-0']",2,3,7,9
Titlows Masters,American Club-Yacht Club,MTR Club House (MTRC),1,11/10/2018,3-2,"['1-3', '0-3', '3-2', '3-1', '3-2']",3,2,10,11
Jaws Master,Alpha CUHK Master,Masters - HK Squash Centre (M - HKSC),1,11/10/2018,5-0,"['3-1', '3-0', '3-0', '3-0', '3-0']",5,0,15,1
Hong Kong Football Club M3A,Hong Kong Football Club M3B,Hong Kong Football Club (HKFC),2,18/10/2018,2-3,"['3-1', '3-1', '0-3', '0-3', '0-3']",2,3,6,11
Alpha CUHK Master,Titlows Masters,Chinese University of HK (CUHK),2,18/10/2018,1-4,"['3-1', '0-3', '0-3', '0-3', '0-3']",1,4,3,13
Hong Kong Cricket Club M3,Jaws Master,Hong Kong Cricket Club (HKCC),2,18/10/2018,4-1,"['2-3', '3-1', '3-2', '3-2', '3-0']",4,1,14,8
American Club-Yacht Club,Alpha CUHK Master,American Club (AC),3,25/10/2018,3-2,"['1-3', '3-1', '3-1', '3-2', '1-3']",3,2,11,10
Titlows Masters,Hong Kong Cricket Club M3,MTR Club House (MTRC),3,25/10/2018,3-2,"['0-3', '0-3', '3-0', '3-1', '3-1']",3,2,9,8
Jaws Master,Hong Kong Football Club M3A,Masters - HK Squash Centre (M - HKSC),3,25/10/2018,0-5,"['2-3', '0-3', '0-3', '2-3', '0-3']",0,5,4,15
Jaws Master,Hong Kong Football Club M3B,Masters - HK Squash Centre (M - HKSC),4,01/11/2018,3-2,"['3-1', '3-0', '0-3', '0-3', '3-1']",3,2,9,8
Hong Kong Football Club M3A,Titlows Masters,Hong Kong Football Club (HKFC),4,01/11/2018,3-2,"['3-2', '1-3', '1-3', '3-1', '3-1']",3,2,11,10
Hong Kong Cricket Club M3,American Club-Yacht Club,Hong Kong Cricket Club (HKCC),4,01/11/2018,4-1,"['3-2', '3-1', '1-3', '3-0', '3-2']",4,1,13,8
American Club-Yacht Club,Hong Kong Football Club M3A,American Club (AC),5,08/11/2018,4-1,"['3-2', '3-1', '3-0', '3-0', '1-3']",4,1,13,6
Alpha CUHK Master,Hong Kong Cricket Club M3,Chinese University of HK (CUHK),5,08/11/2018,1-4,"['3-2', '1-3', '2-3', '0-3', '1-3']",1,4,7,14
Hong Kong Football Club M3B,Titlows Masters,Hong Kong Football Club (HKFC),5,08/11/2018,2-3,"['2-3', '3-0', '3-2', '0-3', '1-3']",2,3,9,11
American Club-Yacht Club,Hong Kong Football Club M3B,American Club (AC),6,15/11/2018,1-4,"['3-0', '0-3', '0-3', '2-3', '0-3']",1,4,5,12
Hong Kong Football Club M3A,Alpha CUHK Master,Hong Kong Football Club (HKFC),6,15/11/2018,2-3,"['0-3', '0-3', '1-3', '3-2', '3-0']",2,3,7,11
Titlows Masters,Jaws Master,MTR Club House (MTRC),6,15/11/2018,2-3,"['0-3', '0-3', '0-3', '3-0', '3-0']",2,3,6,9
Jaws Master,American Club-Yacht Club,Masters - HK Squash Centre (M - HKSC),7,29/11/2018,3-2,"['3-0', '3-2', '3-2', '0-3', '0-3']",3,2,9,10
Hong Kong Football Club M3B,Alpha CUHK Master,Hong Kong Football Club (HKFC),7,29/11/2018,4-1,"['0-3', '3-1', '3-0', '3-0', '3-0']",4,1,12,4
Hong Kong Football Club M3A,Hong Kong Cricket Club M3,Hong Kong Football Club (HKFC),7,29/11/2018,2-3,"['0-3', '1-3', '1-3', '3-2', '3-1']",2,3,8,12
American Club-Yacht Club,Titlows Masters,American Club (AC),8,06/12/2018,3-2,"['3-0', '3-0', '3-0', '2-3', '0-3']",3,2,11,6
Alpha CUHK Master,Jaws Master,Chinese University of HK (CUHK),8,06/12/2018,2-3,"['1-3', '3-0', '3-2', '1-3', '0-3']",2,3,8,11
Hong Kong Cricket Club M3,Hong Kong Football Club M3B,Hong Kong Cricket Club (HKCC),8,06/12/2018,2-3,"['0-3', '3-1', '3-2', '0-3', '0-3']",2,3,6,12
Hong Kong Football Club M3B,Hong Kong Football Club M3A,Hong Kong Football Club (HKFC),9,13/12/2018,4-1,"['1-3', '3-0', '3-1', '3-2', '3-0']",4,1,13,6
Titlows Masters,Alpha CUHK Master,MTR Club House (MTRC),9,13/12/2018,4-1,"['0-3', '3-0', '3-1', '3-2', '3-1']",4,1,12,7
Hong Kong Cricket Club M3,Jaws Master,Hong Kong Cricket Club (HKCC),9,13/12/2018,2-3,"['1-3', '1-3', '1-3', '3-0', '3-2']",2,3,9,11
Alpha CUHK Master,American Club-Yacht Club,Chinese University of HK (CUHK),10,03/01/2019,3-2,"['3-0', '3-0', '3-2', '1-3', '0-3']",3,2,10,8
Hong Kong Cricket Club M3,Titlows Masters,Hong Kong Cricket Club (HKCC),10,03/01/2019,3-2,"['1-3', '3-2', '3-0', '3-0', '0-3']",3,2,10,8
Hong Kong Football Club M3A,Jaws Master,Hong Kong Football Club (HKFC),10,03/01/2019,4-1,"['0-3', '3-2', '3-0', '3-0', '3-1']",4,1,12,6
American Club-Yacht Club,Hong Kong Cricket Club M3,American Club (AC),11,10/01/2019,1-4,"['1-3', '2-3', '3-0', '2-3', '1-3']",1,4,9,12
Titlows Masters,Hong Kong Football Club M3A,MTR Club House (MTRC),11,10/01/2019,2-3,"['2-3', '0-3', '0-3', '3-0', '3-0']",2,3,8,9
Hong Kong Football Club M3B,Jaws Master,Hong Kong Football Club (HKFC),11,10/01/2019,3-2,"['0-3', '3-2', '1-3', '3-0', '3-0']",3,2,10,8
Hong Kong Football Club M3A,American Club-Yacht Club,Hong Kong Football Club (HKFC),12,17/01/2019,4-1,"['0-3', '3-2', '3-0', '3-0', '3-1']",4,1,12,6
Titlows Masters,Hong Kong Football Club M3B,MTR Club House (MTRC),12,17/01/2019,2-3,"['3-2', '1-3', '0-3', '3-0', '2-3']",2,3,9,11
Hong Kong Cricket Club M3,Alpha CUHK Master,Hong Kong Cricket Club (HKCC),12,17/01/2019,3-2,"['0-3', '0-3', '3-1', '3-1', '3-0']",3,2,9,8
Hong Kong Football Club M3B,American Club-Yacht Club,Hong Kong Football Club (HKFC),13,24/01/2019,4-1,"['3-1', '3-1', '2-3', '3-1', '3-0']",4,1,14,6
Alpha CUHK Master,Hong Kong Football Club M3A,Chinese University of HK (CUHK),13,24/01/2019,3-2,"['3-1', '3-1', '0-3', '3-1', '0-3']",3,2,9,9
Jaws Master,Titlows Masters,Masters - HK Squash Centre (M - HKSC),13,24/01/2019,3-2,"['3-1', '3-2', '0-3', '3-0', '0-3']",3,2,9,9
Alpha CUHK Master,Hong Kong Football Club M3B,Chinese University of HK (CUHK),14,31/01/2019,1-4,"['3-0', '1-3', '0-3', '0-3', '0-3']",1,4,4,12
Hong Kong Football Club M3A,Hong Kong Cricket Club M3,Hong Kong Football Club (HKFC),14,31/01/2019,5-0,"['3-1', '3-2', '3-1', '3-1', '3-0']",5,0,15,5
American Club-Yacht Club,Jaws Master,American Club (AC),14,31/01/2019,3-2,"['0-3', '3-1', '3-1', '3-1', '1-3']",3,2,10,9
Hong Kong Football Club M3B,Hong Kong Cricket Club M3,Hong Kong Football Club (HKFC),15,21/02/2019,4-1,"['2-3', '3-0', '3-0', '3-0', '3-2']",4,1,14,5
Titlows Masters,American Club-Yacht Club,MTR Club House (MTRC),15,21/02/2019,1-4,"['1-2', '2-3', '0-3', '3-0', '0-3']",1,4,6,11
Jaws Master,Alpha CUHK Master,Masters - HK Squash Centre (M - HKSC),15,21/02/2019,2-3,"['3-0', '0-3', '3-2', '1-3', '0-3']",2,3,7,11
Jaws Master,Hong Kong Cricket Club M3,Masters - HK Squash Centre (M - HKSC),16,28/02/2019,4-1,"['3-0', '1-3', '3-1', '3-0', '3-1']",4,1,13,5
Alpha CUHK Master,Titlows Masters,Chinese University of HK (CUHK),16,28/02/2019,2-3,"['3-0', '2-3', '1-3', '3-2', '1-3']",2,3,10,11
Hong Kong Football Club M3A,Hong Kong Football Club M3B,Hong Kong Football Club (HKFC),16,28/02/2019,1-4,"['3-1', '1-3', '0-3', '0-3', '1-3']",1,4,5,13
American Club-Yacht Club,Alpha CUHK Master,American Club (AC),17,07/03/2019,4-1,"['2-3', '3-0', '3-0', '3-0', '3-1']",4,1,14,4
Titlows Masters,Hong Kong Cricket Club M3,MTR Club House (MTRC),17,07/03/2019,0-5,"['0-3', '0-3', '0-3', '1-3', '2-3']",0,5,3,15
Jaws Master,Hong Kong Football Club M3A,Masters - HK Squash Centre (M - HKSC),17,07/03/2019,2-3,"['3-2', '2-3', '0-3', '1-3', '3-0']",2,3,9,11
Hong Kong Football Club M3A,Titlows Masters,Hong Kong Football Club (HKFC),18,14/03/2019,3-2,"['0-3', '3-0', '3-0', '3-2', '1-3']",3,2,10,8
Jaws Master,Hong Kong Football Club M3B,Masters - HK Squash Centre (M - HKSC),18,14/03/2019,3-2,"['3-0', '3-1', '3-2', '0-3', '0-3']",3,2,9,9
American Club-Yacht Club,Hong Kong Cricket Club M3,American Club (AC),18,14/03/2019,3-2,"['0-3', '3-0', '3-2', '3-2', '0-3']",3,2,9,10
American Club-Yacht Club,Hong Kong Football Club M3A,American Club (AC),19,21/03/2019,2-3,"['2-3', '3-2', '2-3', '3-2', '0-3']",2,3,10,13
Alpha CUHK Master,Hong Kong Cricket Club M3,Chinese University of HK (CUHK),19,21/03/2019,1-4,"['3-1', '1-3', '0-3', '0-3', '0-3']",1,4,4,13
Hong Kong Football Club M3B,Titlows Masters,Hong Kong Football Club (HKFC),19,21/03/2019,3-2,"['3-1', '3-0', '3-0', '0-3', '1-3']",3,2,10,7
Hong Kong Football Club M3A,Alpha CUHK Master,Hong Kong Football Club (HKFC),20,28/03/2019,3-2,"['3-0', '0-3', '3-0', '1-3', '3-0']",3,2,10,6
American Club-Yacht Club,Hong Kong Football Club M3B,American Club (AC),20,28/03/2019,2-3,"['0-3', '3-1', '0-3', '0-3', '3-0']",2,3,6,10
Jaws Master,Titlows Masters,Masters - HK Squash Centre (M - HKSC),20,28/03/2019,3-2,"['3-0', '3-0', '2-3', '1-3', '3-2']",3,2,12,8
Hong Kong Cricket Club M3,Hong Kong Football Club M3A,Hong Kong Cricket Club (HKCC),21,04/04/2019,1-4,"['2-3', '2-3', '3-0', '1-3', '1-3']",1,4,9,12
Jaws Master,American Club-Yacht Club,Masters - HK Squash Centre (M - HKSC),21,04/04/2019,1-4,"['3-0', '1-3', '0-3', '0-3', '0-3']",1,4,4,12
Hong Kong Football Club M3B,Alpha CUHK Master,Hong Kong Football Club (HKFC),21,04/04/2019,3-2,"['3-0', '3-0', '1-3', '1-3', '3-0']",3,2,11,6
