Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Young Player L1A,Young Player L1B,HK Squash Centre (HKSC),1,11/10/2018,1-2,"['3-1', '0-3', '0-3']",1,2,3,7
Perrier Sergio Tacchini KCC L1,Hong Kong Cricket Club L1,Kowloon Cricket Club (KCC),1,11/10/2018,0-3,"['1-3', '2-3', '0-3']",0,3,3,9
Young Player L1B,Perrier Sergio Tacchini KCC L1,Hong Kong Sports Institute (HKSI),2,18/10/2018,2-1,"['3-2', '0-3', '3-0']",2,1,6,5
Hong Kong Football Club L1,Young Player L1A,Hong Kong Football Club (HKFC),2,18/10/2018,3-0,"['3-0', '3-1', '3-0']",3,0,9,1
Hong Kong Cricket Club L1,Young Player L1B,Hong Kong Cricket Club (HKCC),3,25/10/2018,2-1,"['3-0', '3-0', '1-3']",2,1,7,3
Hong Kong Football Club L1,Perrier Sergio Tacchini KCC L1,Hong Kong Football Club (HKFC),3,25/10/2018,2-1,"['3-0', '3-1', '1-3']",2,1,7,4
Young Player L1A,Perrier Sergio Tacchini KCC L1,HK Squash Centre (HKSC),4,01/11/2018,0-3,"['1-3', '1-3', '0-3']",0,3,2,9
Hong Kong Football Club L1,Hong Kong Cricket Club L1,Hong Kong Football Club (HKFC),4,01/11/2018,3-0,"['3-0', '3-2', '3-0']",3,0,9,2
Young Player L1B,Hong Kong Football Club L1,HK Squash Centre (HKSC),5,08/11/2018,0-3,"['0-3', '0-3', '1-3']",0,3,1,9
Hong Kong Cricket Club L1,Young Player L1A,Hong Kong Cricket Club (HKCC),5,08/11/2018,3-0,"['3-1', '3-0', '3-1']",3,0,9,2
Young Player L1B,Young Player L1A,HK Squash Centre (HKSC),6,15/11/2018,3-0,"['3-0', '3-0', '3-0']",3,0,9,0
Hong Kong Cricket Club L1,Perrier Sergio Tacchini KCC L1,Hong Kong Cricket Club (HKCC),6,15/11/2018,1-2,"['3-0', '1-3', '1-3']",1,2,5,6
Young Player L1A,Hong Kong Football Club L1,HK Squash Centre (HKSC),7,29/11/2018,2-1,"['3-2', '3-1', '1-3']",2,1,7,6
Perrier Sergio Tacchini KCC L1,Young Player L1B,Kowloon Cricket Club (KCC),7,29/11/2018,2-1,"['0-3', '3-0', '3-0']",2,1,6,3
Young Player L1B,Hong Kong Cricket Club L1,HK Squash Centre (HKSC),8,06/12/2018,3-0,"['3-1', '3-0', '3-0']",3,0,9,1
Perrier Sergio Tacchini KCC L1,Hong Kong Football Club L1,Kowloon Cricket Club (KCC),8,06/12/2018,2-1,"['1-3', '3-0', '3-2']",2,1,7,5
Hong Kong Cricket Club L1,Hong Kong Football Club L1,Hong Kong Cricket Club (HKCC),9,13/12/2018,1-2,"['1-3', '1-3', '3-2']",1,2,5,8
