Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Honey Badger 2,Kinetic 4,HK Squash Centre (HKSC),1,10/10/2018,3-2,"['3-2', '3-0', '3-2', '2-3', '0-3']",3,2,11,10
Island Squash Racket Club - United 2,Kwai Tsing District Squash Club 1,HK Squash Centre (HKSC),1,10/10/2018,3-2,"['2-3', '3-0', '3-0', '3-0', '1-3']",3,2,12,6
United Services Recreation Club 3,Visions,United Services Recreation Club (USRC),1,10/10/2018,5-0,"['3-0', '3-0', '3-2', '3-0', '3-0']",5,0,15,2
i-Mask Advance Squash Club 9,KTSC,Cornwall Street (CSPSC),1,10/10/2018,2-3,"['0-3', '3-2', '2-3', '3-0', '0-3']",2,3,8,11
Honey Badger 2,Visions,HK Squash Centre (HKSC),2,24/10/2018,3-2,"['3-0', '3-1', '0-3', '3-0', '1-3']",3,2,10,7
Kinetic 4,KTSC,HK Squash Centre (HKSC),2,24/10/2018,1-4,"['0-3', '1-3', '2-3', '0-3', '3-0']",1,4,6,12
Kwai Tsing District Squash Club 1,i-Mask Advance Squash Club 9,Kwun Chung (KCSC),2,24/10/2018,2-3,"['0-3', '2-3', '3-1', '0-3', '3-0']",2,3,8,10
Island Squash Racket Club - United 2,United Services Recreation Club 3,Kwun Chung (KCSC),2,24/10/2018,2-3,"['2-3', '3-0', '0-3', '3-0', '0-3']",2,3,8,9
Island Squash Racket Club - United 2,Honey Badger 2,HK Squash Centre (HKSC),3,31/10/2018,4-1,"['3-1', '3-0', '0-3', '3-0', '3-0']",4,1,12,4
Visions,Kinetic 4,Java Road (JRSC),3,31/10/2018,0-5,"['1-3', '0-3', '0-3', '0-3', '0-3']",0,5,1,15
i-Mask Advance Squash Club 9,United Services Recreation Club 3,Cornwall Street (CSPSC),3,31/10/2018,1-4,"['1-3', '3-2', '0-3', '0-3', '0-3']",1,4,4,14
KTSC,Kwai Tsing District Squash Club 1,Cornwall Street (CSPSC),3,31/10/2018,4-1,"['3-1', '3-2', '3-0', '2-3', '3-1']",4,1,14,7
Island Squash Racket Club - United 2,Visions,HK Squash Centre (HKSC),4,07/11/2018,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Kinetic 4,Kwai Tsing District Squash Club 1,HK Squash Centre (HKSC),4,07/11/2018,3-2,"['1-3', '0-3', '3-0', '3-0', '3-0']",3,2,10,6
Honey Badger 2,i-Mask Advance Squash Club 9,HK Squash Centre (HKSC),4,07/11/2018,1-4,"['0-3', '0-3', '2-3', '0-3', '3-0']",1,4,5,12
KTSC,United Services Recreation Club 3,Kwun Chung (KCSC),4,07/11/2018,2-3,"['3-1', '1-3', '0-3', '0-3', '3-0']",2,3,7,10
KTSC,Honey Badger 2,Cornwall Street (CSPSC),5,14/11/2018,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Kinetic 4,Island Squash Racket Club - United 2,Harbour Road (HRSC),5,14/11/2018,3-2,"['0-3', '3-0', '3-1', '3-0', '0-3']",3,2,9,7
i-Mask Advance Squash Club 9,Visions,Cornwall Street (CSPSC),5,14/11/2018,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Kwai Tsing District Squash Club 1,United Services Recreation Club 3,Cornwall Street (CSPSC),5,14/11/2018,0-5,"['1-3', '2-3', '0-3', '2-3', '0-3']",0,5,5,15
Visions,KTSC,Java Road (JRSC),6,28/11/2018,0-5,"['1-3', '0-3', '0-3', '0-3', '0-3']",0,5,1,15
