Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Kinetic 2,Vitality Squash 1,HK Squash Centre (HKSC),1,10/10/2018,1-4,"['0-3', '0-3', '0-3', '0-3', '3-0']",1,4,3,12
Smart Squash 3,Global 1,Cornwall Street (CSPSC),1,10/10/2018,5-0,"['3-2', '3-1', '3-2', '3-0', '3-2']",5,0,15,7
Head Sha Tin 2,Racketlon Hong Kong,Cornwall Street (CSPSC),1,10/10/2018,2-3,"['0-3', '2-3', '3-2', '0-3', '3-2']",2,3,8,13
Hong Kong Football Club 6A,HKU 1,Hong Kong Football Club (HKFC),1,10/10/2018,4-1,"['3-1', '3-1', '3-0', '3-0', '2-3']",4,1,14,5
Sovereign Group LRC Div 6,Hong Kong Football Club 6B,Ladies Recreation Club (LRC),1,10/10/2018,1-4,"['2-3', '0-3', '1-3', '3-2', '0-3']",1,4,6,14
Global 1,Head Sha Tin 2,HK Squash Centre (HKSC),2,24/10/2018,1-4,"['1-3', '1-3', '2-3', '3-0', '0-3']",1,4,7,12
HKU 1,Vitality Squash 1,HK Squash Centre (HKSC),2,24/10/2018,2-3,"['0-3', '0-3', '1-3', '3-0', '3-0']",2,3,7,9
Racketlon Hong Kong,Kinetic 2,Cornwall Street (CSPSC),2,24/10/2018,2-3,"['3-2', '3-0', '2-3', 'CR', 'CR']",2,3,8,11
Hong Kong Football Club 6A,Hong Kong Football Club 6B,Hong Kong Football Club (HKFC),2,24/10/2018,5-0,"['3-2', '3-2', '3-1', '3-0', '3-1']",5,0,15,6
Smart Squash 3,Sovereign Group LRC Div 6,Cornwall Street (CSPSC),2,24/10/2018,2-3,"['1-3', '0-3', '3-1', '3-1', '2-3']",2,3,9,11
Kinetic 2,Global 1,HK Squash Centre (HKSC),3,31/10/2018,2-3,"['0-3', '3-2', '1-3', '0-3', '3-0']",2,3,7,11
Vitality Squash 1,Racketlon Hong Kong,HK Squash Centre (HKSC),3,31/10/2018,3-2,"['3-0', '3-1', '3-2', 'CR', 'CR']",3,2,15,3
Head Sha Tin 2,Sovereign Group LRC Div 6,Cornwall Street (CSPSC),3,31/10/2018,2-3,"['0-3', '0-3', '0-3', '3-0', '3-0']",2,3,6,9
Smart Squash 3,Hong Kong Football Club 6A,Cornwall Street (CSPSC),3,31/10/2018,0-5,"['0-3', '1-3', '1-3', '1-3', '1-3']",0,5,4,15
Hong Kong Football Club 6B,HKU 1,Hong Kong Football Club (HKFC),3,31/10/2018,5-0,"['3-1', '3-0', '3-1', '3-0', '3-0']",5,0,15,2
