Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Honey Badger 1,The Squash Club 2,HK Squash Centre (HKSC),1,10/10/2018,2-3,"['1-3', '2-3', '0-3', '3-0', '3-0']",2,3,9,9
HKU 2,Perrier Sergio Tacchini KCC 7,HK Squash Centre (HKSC),1,10/10/2018,3-2,"['0-3', '3-0', '3-0', '0-3', '3-0']",3,2,9,6
Twister 2,Banbil,Cornwall Street (CSPSC),1,10/10/2018,5-0,"['3-0', '3-0', '3-0', '3-0', 'CR']",5,0,15,0
Studio Pro,Head Sha Tin 4,Java Road (JRSC),1,10/10/2018,2-3,"['3-1', '0-3', '3-1', '1-3', '1-3']",2,3,8,11
Banbil,HKU 2,HK Squash Centre (HKSC),2,24/10/2018,3-2,"['3-2', '0-3', '3-0', '2-3', '3-0']",3,2,11,8
Studio Pro,Perrier Sergio Tacchini KCC 7,Java Road (JRSC),2,24/10/2018,2-3,"['3-2', '0-3', '3-1', '1-3', '1-3']",2,3,8,12
Head Sha Tin 4,Honey Badger 1,Cornwall Street (CSPSC),2,24/10/2018,3-2,"['3-1', '1-3', '0-3', '3-2', '3-0']",3,2,10,9
The Squash Club 2,Twister 2,Cornwall Street (CSPSC),2,24/10/2018,1-4,"['0-3', '3-1', '0-3', '0-3', '2-3']",1,4,5,13
HKU 2,The Squash Club 2,HK Squash Centre (HKSC),3,31/10/2018,1-4,"['0-3', '3-0', '0-3', '1-3', '1-3']",1,4,5,12
Honey Badger 1,Studio Pro,HK Squash Centre (HKSC),3,31/10/2018,3-2,"['2-3', '0-3', '3-0', '3-1', '3-1']",3,2,11,8
Twister 2,Head Sha Tin 4,Pei Ho Street (PHSSC),3,31/10/2018,3-2,"['3-1', '3-2', '1-3', '3-1', '0-3']",3,2,10,10
Perrier Sergio Tacchini KCC 7,Banbil,Kowloon Cricket Club (KCC),3,31/10/2018,4-1,"['3-0', '3-1', '3-1', '3-0', '2-3']",4,1,14,5
Honey Badger 1,Twister 2,HK Squash Centre (HKSC),4,07/11/2018,3-2,"['3-2', '3-2', '0-3', '3-2', '0-3']",3,2,9,12
Studio Pro,Banbil,Java Road (JRSC),4,07/11/2018,4-1,"['3-0', '3-2', '3-0', '1-3', '3-0']",4,1,13,5
Head Sha Tin 4,HKU 2,Cornwall Street (CSPSC),4,07/11/2018,2-3,"['0-3', '0-3', '0-3', '3-0', '3-0']",2,3,6,9
Perrier Sergio Tacchini KCC 7,The Squash Club 2,Kowloon Cricket Club (KCC),4,07/11/2018,1-4,"['2-3', '0-3', '1-3', '3-1', 'CR']",1,4,6,13
HKU 2,Honey Badger 1,HK Squash Centre (HKSC),5,14/11/2018,4-1,"['3-0', '3-1', '3-2', '1-3', '3-0']",4,1,13,6
Banbil,The Squash Club 2,HK Squash Centre (HKSC),5,14/11/2018,1-4,"['0-3', '2-3', '0-3', '0-3', '3-2']",1,4,5,14
Studio Pro,Twister 2,Java Road (JRSC),5,14/11/2018,2-3,"['0-3', '3-2', '0-3', '1-3', '3-2']",2,3,7,13
Perrier Sergio Tacchini KCC 7,Head Sha Tin 4,Kowloon Cricket Club (KCC),5,14/11/2018,4-1,"['3-0', '3-1', '0-3', '3-2', '3-0']",4,1,12,6
Honey Badger 1,Perrier Sergio Tacchini KCC 7,HK Squash Centre (HKSC),6,28/11/2018,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
The Squash Club 2,Studio Pro,Pei Ho Street (PHSSC),6,28/11/2018,3-2,"['3-1', '0-3', '3-1', '3-2', '1-3']",3,2,10,10
Head Sha Tin 4,Banbil,Cornwall Street (CSPSC),6,28/11/2018,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Twister 2,HKU 2,Cornwall Street (CSPSC),6,28/11/2018,3-2,"['1-3', '1-3', '3-0', '3-0', '3-0']",3,2,11,6
Studio Pro,HKU 2,Java Road (JRSC),7,05/12/2018,2-3,"['2-3', '1-3', '3-0', '3-0', '1-3']",2,3,10,9
Banbil,Honey Badger 1,HK Squash Centre (HKSC),7,05/12/2018,1-4,"['3-0', '0-3', '0-3', '0-3', '0-3']",1,4,3,12
The Squash Club 2,Head Sha Tin 4,Cornwall Street (CSPSC),7,05/12/2018,4-1,"['3-0', '3-0', '0-3', '3-1', '3-0']",4,1,12,4
Perrier Sergio Tacchini KCC 7,Twister 2,Kowloon Cricket Club (KCC),7,05/12/2018,2-3,"['1-3', '3-0', '3-1', '1-3', '0-3']",2,3,8,10
Banbil,Twister 2,HK Squash Centre (HKSC),8,12/12/2018,0-5,"['0-3', '0-3', '0-3', '1-3', '1-3']",0,5,2,15
Head Sha Tin 4,Studio Pro,Cornwall Street (CSPSC),8,12/12/2018,3-2,"['0-3', '3-2', '3-0', '3-0', '0-3']",3,2,9,8
Honey Badger 1,The Squash Club 2,HK Squash Centre (HKSC),8,12/12/2018,2-3,"['1-3', '2-3', '3-2', '3-2', '0-3']",2,3,9,13
Perrier Sergio Tacchini KCC 7,HKU 2,Kowloon Cricket Club (KCC),8,12/12/2018,5-0,"['3-1', '3-1', '3-1', '3-1', '3-0']",5,0,15,4
HKU 2,Banbil,HK Squash Centre (HKSC),9,02/01/2019,2-3,"['2-3', '0-3', '3-0', '1-3', '3-0']",2,3,9,9
Honey Badger 1,Head Sha Tin 4,HK Squash Centre (HKSC),9,02/01/2019,0-5,"['CR', 'CR', 'CR', 'CR', 'CR']",0,5,0,15
Twister 2,The Squash Club 2,Cornwall Street (CSPSC),9,02/01/2019,3-2,"['0-3', '1-3', '3-0', '3-1', '3-0']",3,2,10,7
