Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Tomcat,Andy and Friends,Cornwall Street (CSPSC),1,08/10/2018,2-3,"['3-0', '1-3', '0-3', '3-2', '0-3']",2,3,7,11
The Zero Squash Club D10,Xavier,Cornwall Street (CSPSC),1,08/10/2018,3-2,"['3-1', '3-2', '0-3', '0-3', '3-0']",3,2,9,9
Alpha CUHK 1,Super 8,Chinese University of HK (CUHK),1,08/10/2018,2-3,"['0-3', '3-2', '0-3', '1-3', '3-0']",2,3,7,11
Hong Kong Football Club 10A,Hong Kong Football Club 10B,Hong Kong Football Club (HKFC),1,08/10/2018,4-1,"['1-3', '3-1', '3-1', '3-1', '3-1']",4,1,13,7
Police 1,Hong Kong Cricket Club 5,Police Sports & Recreation Club (PSRC),1,08/10/2018,4-1,"['2-3', '3-0', '3-0', '3-0', '3-0']",4,1,14,3
Royal Hong Kong Yacht Club 10,i-Mask Advance Squash Club 5,Royal Hong Kong Yacht Club (RHKYC),1,08/10/2018,2-3,"['3-0', '0-3', '3-0', '0-3', 'CR']",2,3,6,9
Hong Kong Football Club 10B,The Zero Squash Club D10,Hong Kong Football Club (HKFC),2,15/10/2018,0-5,"['0-3', '1-3', '2-3', '0-3', '0-3']",0,5,3,15
Hong Kong Football Club 10A,Alpha CUHK 1,Hong Kong Football Club (HKFC),2,15/10/2018,4-1,"['3-0', '2-3', '3-0', '3-0', '3-0']",4,1,14,3
Hong Kong Cricket Club 5,Super 8,Hong Kong Cricket Club (HKCC),2,15/10/2018,2-3,"['0-3', '0-3', '0-3', 'CR', 'CR']",2,3,0,15
i-Mask Advance Squash Club 5,Police 1,Cornwall Street (CSPSC),2,15/10/2018,2-3,"['0-3', '3-0', '0-3', '3-0', '0-3']",2,3,6,9
Andy and Friends,Royal Hong Kong Yacht Club 10,Cornwall Street (CSPSC),2,15/10/2018,4-1,"['3-0', '2-3', '3-0', '3-1', '3-0']",4,1,14,4
Xavier,Tomcat,Cornwall Street (CSPSC),2,15/10/2018,2-3,"['0-3', '3-0', '3-2', '0-3', '0-3']",2,3,6,11
Royal Hong Kong Yacht Club 10,Hong Kong Cricket Club 5,Royal Hong Kong Yacht Club (RHKYC),3,22/10/2018,0-5,"['WO', 'WO', '0-3', '0-3', '0-3']",0,5,0,15
Xavier,Hong Kong Football Club 10A,Cornwall Street (CSPSC),3,22/10/2018,1-4,"['2-3', '3-1', '0-3', '2-3', '0-3']",1,4,7,13
Police 1,Super 8,Police Sports & Recreation Club (PSRC),3,22/10/2018,1-4,"['0-3', '2-3', '0-3', '0-3', '3-0']",1,4,5,12
i-Mask Advance Squash Club 5,Tomcat,Cornwall Street (CSPSC),3,22/10/2018,2-3,"['1-3', '0-3', '3-2', '3-1', '0-3']",2,3,7,12
Andy and Friends,The Zero Squash Club D10,Cornwall Street (CSPSC),3,22/10/2018,2-3,"['3-1', '1-3', '3-0', '0-3', '0-3']",2,3,7,10
Hong Kong Football Club 10B,Alpha CUHK 1,Hong Kong Football Club (HKFC),3,22/10/2018,3-2,"['3-0', '1-3', '3-2', '3-0', '0-3']",3,2,10,8
Hong Kong Football Club 10A,Andy and Friends,Hong Kong Football Club (HKFC),4,29/10/2018,2-3,"['3-1', '2-3', '0-3', '3-0', '1-3']",2,3,9,10
Xavier,Hong Kong Football Club 10B,Cornwall Street (CSPSC),4,29/10/2018,2-3,"['2-3', '1-3', '3-1', '3-0', '0-3']",2,3,9,10
Tomcat,Hong Kong Cricket Club 5,Cornwall Street (CSPSC),4,29/10/2018,2-3,"['3-1', '0-3', '0-3', '3-0', '2-3']",2,3,8,10
The Zero Squash Club D10,i-Mask Advance Squash Club 5,Cornwall Street (CSPSC),4,29/10/2018,4-1,"['3-0', '2-3', '3-1', '3-0', '3-0']",4,1,14,4
Alpha CUHK 1,Police 1,Chinese University of HK (CUHK),4,29/10/2018,3-2,"['3-0', '3-0', '0-3', '2-3', '3-2']",3,2,11,8
Royal Hong Kong Yacht Club 10,Super 8,Royal Hong Kong Yacht Club (RHKYC),4,29/10/2018,0-5,"['0-3', '0-3', '0-3', '0-3', '2-3']",0,5,2,15
Hong Kong Cricket Club 5,The Zero Squash Club D10,Hong Kong Cricket Club (HKCC),5,05/11/2018,0-5,"['0-3', '2-3', '0-3', '0-3', '0-3']",0,5,2,15
Hong Kong Football Club 10B,Andy and Friends,Hong Kong Football Club (HKFC),5,05/11/2018,4-1,"['3-1', '2-3', '3-0', '3-2', '3-0']",4,1,14,6
i-Mask Advance Squash Club 5,Hong Kong Football Club 10A,Cornwall Street (CSPSC),5,05/11/2018,1-4,"['0-3', '0-3', '1-3', '3-1', '0-3']",1,4,4,13
Super 8,Tomcat,Cornwall Street (CSPSC),5,05/11/2018,3-2,"['3-1', '2-3', '3-0', '3-0', '1-3']",3,2,12,7
Xavier,Alpha CUHK 1,Cornwall Street (CSPSC),5,05/11/2018,2-3,"['2-3', '1-3', '3-0', '3-0', '0-3']",2,3,9,9
Police 1,Royal Hong Kong Yacht Club 10,Police Sports & Recreation Club (PSRC),5,05/11/2018,5-0,"['3-0', '3-0', '3-1', '3-0', '3-0']",5,0,15,1
Hong Kong Football Club 10A,Hong Kong Cricket Club 5,Hong Kong Football Club (HKFC),6,12/11/2018,4-1,"['3-0', '3-1', '3-0', '3-0', '2-3']",4,1,14,4
i-Mask Advance Squash Club 5,Hong Kong Football Club 10B,Cornwall Street (CSPSC),6,12/11/2018,2-3,"['1-3', '1-3', '3-1', '3-1', '2-3']",2,3,10,11
Xavier,Andy and Friends,Cornwall Street (CSPSC),6,12/11/2018,2-3,"['0-3', '3-0', '3-0', '2-3', '2-3']",2,3,10,9
Tomcat,Police 1,Cornwall Street (CSPSC),6,12/11/2018,2-3,"['0-3', '3-1', '3-2', '0-3', '0-3']",2,3,6,12
The Zero Squash Club D10,Super 8,Cornwall Street (CSPSC),6,12/11/2018,2-3,"['0-3', '0-3', '0-3', '3-0', '3-0']",2,3,6,9
Alpha CUHK 1,Royal Hong Kong Yacht Club 10,Chinese University of HK (CUHK),6,12/11/2018,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
i-Mask Advance Squash Club 5,Xavier,Cornwall Street (CSPSC),7,26/11/2018,3-2,"['2-3', '3-1', '1-3', '3-0', '3-2']",3,2,12,9
Super 8,Hong Kong Football Club 10A,Cornwall Street (CSPSC),7,26/11/2018,2-3,"['2-3', '1-3', '3-2', '0-3', 'WO']",2,3,6,14
Andy and Friends,Alpha CUHK 1,Cornwall Street (CSPSC),7,26/11/2018,3-2,"['3-1', '3-2', '3-0', '2-3', '1-3']",3,2,12,9
Hong Kong Football Club 10B,Hong Kong Cricket Club 5,Hong Kong Football Club (HKFC),7,26/11/2018,3-2,"['3-0', '0-3', '0-3', '3-1', '3-0']",3,2,9,7
Police 1,The Zero Squash Club D10,Police Sports & Recreation Club (PSRC),7,26/11/2018,4-1,"['3-2', '3-0', '0-3', '3-0', '3-0']",4,1,12,5
Royal Hong Kong Yacht Club 10,Tomcat,Royal Hong Kong Yacht Club (RHKYC),7,26/11/2018,2-3,"['3-0', '0-3', '2-3', '1-3', '3-0']",2,3,9,9
Hong Kong Football Club 10A,Police 1,Hong Kong Football Club (HKFC),8,03/12/2018,3-2,"['2-3', '3-1', '3-1', '3-1', '0-3']",3,2,11,9
