Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Martinis,Kinetic 3,HK Squash Centre (HKSC),1,12/10/2018,4-1,"['3-0', '3-0', '3-0', '3-0', '0-3']",4,1,12,3
The Zero Squash Club D12,North District Sports Association 1,Kwun Chung (KCSC),1,12/10/2018,4-1,"['3-0', '3-1', '1-3', '3-1', '3-1']",4,1,13,6
Hong Kong Cricket Club 7,Revolution,Hong Kong Cricket Club (HKCC),1,12/10/2018,3-2,"['0-3', '3-1', '2-3', '3-0', 'CR']",3,2,11,7
Hong Kong Cricket Club 7,North District Sports Association 1,Hong Kong Cricket Club (HKCC),2,19/10/2018,2-3,"['0-3', '3-1', '1-3', '3-1', '1-3']",2,3,8,11
i-Mask Advance Squash Club 7,Martinis,Cornwall Street (CSPSC),2,19/10/2018,3-2,"['0-3', '3-0', '2-3', '3-0', '3-0']",3,2,11,6
Kinetic 3,The Zero Squash Club D12,Yuen Long Jockey Club (YLJCSC),2,19/10/2018,0-5,"['0-3', '0-3', '0-3', '1-3', '2-3']",0,5,3,15
Revolution,North District Sports Association 1,HK Squash Centre (HKSC),3,26/10/2018,2-3,"['2-3', '3-0', '0-3', '3-0', '1-3']",2,3,9,9
The Zero Squash Club D12,i-Mask Advance Squash Club 7,Kwun Chung (KCSC),3,26/10/2018,2-3,"['2-3', '3-0', '1-3', '3-0', '0-3']",2,3,9,9
Hong Kong Cricket Club 7,Kinetic 3,Hong Kong Cricket Club (HKCC),3,26/10/2018,1-4,"['1-3', '1-3', '1-3', '3-2', '0-3']",1,4,6,14
Martinis,The Zero Squash Club D12,HK Squash Centre (HKSC),4,02/11/2018,4-1,"['3-0', '3-0', '3-0', '3-0', '1-3']",4,1,13,3
i-Mask Advance Squash Club 7,Hong Kong Cricket Club 7,Cornwall Street (CSPSC),4,02/11/2018,5-0,"['3-0', '3-0', '3-0', 'CR', 'CR']",5,0,15,0
Kinetic 3,Revolution,Yuen Long Jockey Club (YLJCSC),4,02/11/2018,2-3,"['2-3', '3-1', '2-3', '2-3', '3-0']",2,3,12,10
Revolution,i-Mask Advance Squash Club 7,HK Squash Centre (HKSC),5,09/11/2018,2-3,"['3-1', '2-3', '0-3', '0-3', '3-2']",2,3,8,12
North District Sports Association 1,Kinetic 3,Cornwall Street (CSPSC),5,09/11/2018,2-3,"['3-0', '1-3', '3-1', '0-3', '0-3']",2,3,7,10
