Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Ricci Hall Old Boys' Association,Sovereign Group LRC Master,Masters - Cornwall Street (M - CSPSC),1,11/10/2018,2-3,"['3-0', '3-1', '2-3', '1-3', '0-3']",2,3,9,10
Hong Kong Football Club M2B,Hong Kong Football Club M2A,Hong Kong Football Club (HKFC),1,11/10/2018,4-1,"['3-1', '0-3', '3-1', '3-2', '3-1']",4,1,12,8
Friend Club Masters,United Services Recreation Club M2,Masters - Cornwall Street (M - CSPSC),1,11/10/2018,4-1,"['1-3', '3-0', '3-0', '3-0', '3-0']",4,1,13,3
Hong Kong Football Club M2A,Friend Club Masters,Hong Kong Football Club (HKFC),2,18/10/2018,3-2,"['3-0', '3-1', '0-3', '0-3', '3-0']",3,2,9,7
Sovereign Group LRC Master,Discovery Bay Masters,Ladies Recreation Club (LRC),2,18/10/2018,4-1,"['3-1', '3-1', '1-3', '3-0', '3-0']",4,1,13,5
Ricci Hall Old Boys' Association,United Services Recreation Club M2,Masters - Cornwall Street (M - CSPSC),2,18/10/2018,5-0,"['3-1', '3-0', '3-0', '3-1', '3-0']",5,0,15,2
Sovereign Group LRC Master,Friend Club Masters,Ladies Recreation Club (LRC),3,25/10/2018,2-3,"['3-0', '0-3', '0-3', '0-3', '3-0']",2,3,6,9
United Services Recreation Club M2,Hong Kong Football Club M2B,United Services Recreation Club (USRC),3,25/10/2018,1-4,"['3-2', '0-3', '0-3', '0-3', '0-3']",1,4,3,14
Discovery Bay Masters,Ricci Hall Old Boys' Association,Discovery Bay (DB),3,25/10/2018,2-3,"['0-3', '0-3', '3-0', '2-3', 'CR']",2,3,5,12
United Services Recreation Club M2,Hong Kong Football Club M2A,United Services Recreation Club (USRC),4,01/11/2018,2-3,"['0-3', '3-1', '1-3', '3-0', '0-3']",2,3,7,10
Hong Kong Football Club M2B,Sovereign Group LRC Master,Hong Kong Football Club (HKFC),4,01/11/2018,4-1,"['2-3', '3-1', '3-0', '3-0', '3-0']",4,1,14,4
Friend Club Masters,Discovery Bay Masters,Masters - Cornwall Street (M - CSPSC),4,01/11/2018,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Ricci Hall Old Boys' Association,Friend Club Masters,Masters - Cornwall Street (M - CSPSC),5,08/11/2018,3-2,"['3-0', '3-0', '0-3', '0-3', '3-0']",3,2,9,6
Hong Kong Football Club M2A,Sovereign Group LRC Master,Hong Kong Football Club (HKFC),5,08/11/2018,4-1,"['1-3', '3-1', '3-1', '3-0', '3-0']",4,1,13,5
Discovery Bay Masters,Hong Kong Football Club M2B,Discovery Bay (DB),5,08/11/2018,0-5,"['0-3', '0-3', '0-3', '1-3', 'CR']",0,5,1,15
Discovery Bay Masters,Hong Kong Football Club M2A,Discovery Bay (DB),6,15/11/2018,0-5,"['1-3', '1-3', '0-3', '2-3', '2-3']",0,5,6,15
Hong Kong Football Club M2B,Ricci Hall Old Boys' Association,Hong Kong Football Club (HKFC),6,15/11/2018,4-1,"['0-3', '3-0', '3-1', '3-1', '3-0']",4,1,12,5
Sovereign Group LRC Master,United Services Recreation Club M2,Ladies Recreation Club (LRC),6,15/11/2018,1-4,"['1-3', '1-3', '3-0', '2-3', '2-3']",1,4,9,12
Hong Kong Football Club M2A,Ricci Hall Old Boys' Association,Hong Kong Football Club (HKFC),7,29/11/2018,0-5,"['0-3', '1-3', '1-3', '2-3', '2-3']",0,5,6,15
United Services Recreation Club M2,Discovery Bay Masters,United Services Recreation Club (USRC),7,29/11/2018,5-0,"['3-0', '3-1', '3-1', '3-0', '3-1']",5,0,15,3
Friend Club Masters,Hong Kong Football Club M2B,Masters - Cornwall Street (M - CSPSC),7,29/11/2018,5-0,"['3-1', '3-1', '3-0', '3-2', '3-2']",5,0,15,6
Friend Club Masters,United Services Recreation Club M2,Masters - Cornwall Street (M - CSPSC),8,06/12/2018,5-0,"['3-0', '3-1', '3-2', '3-1', '3-2']",5,0,15,6
Hong Kong Football Club M2A,Hong Kong Football Club M2B,Hong Kong Football Club (HKFC),8,06/12/2018,0-5,"['2-3', '0-3', '2-3', '0-3', '0-3']",0,5,4,15
Sovereign Group LRC Master,Ricci Hall Old Boys' Association,Ladies Recreation Club (LRC),8,06/12/2018,1-4,"['1-3', '1-3', '0-3', '0-3', '3-2']",1,4,5,14
Ricci Hall Old Boys' Association,United Services Recreation Club M2,Masters - Cornwall Street (M - CSPSC),9,13/12/2018,5-0,"['3-1', '3-0', '3-0', '3-1', '3-0']",5,0,15,2
Discovery Bay Masters,Sovereign Group LRC Master,Discovery Bay (DB),9,13/12/2018,4-1,"['3-0', '1-3', '3-1', '3-0', '3-0']",4,1,13,4
Friend Club Masters,Hong Kong Football Club M2A,Masters - Cornwall Street (M - CSPSC),9,13/12/2018,4-1,"['3-0', '2-3', '3-0', '3-0', '3-0']",4,1,14,3
Ricci Hall Old Boys' Association,Discovery Bay Masters,Masters - Cornwall Street (M - CSPSC),10,03/01/2019,4-1,"['3-0', '3-1', '0-3', 'CR', 'CR']",4,1,12,4
Hong Kong Football Club M2B,United Services Recreation Club M2,Hong Kong Football Club (HKFC),10,03/01/2019,4-1,"['3-2', '0-3', '3-0', '3-0', '3-0']",4,1,12,5
Friend Club Masters,Sovereign Group LRC Master,Masters - Cornwall Street (M - CSPSC),10,03/01/2019,5-0,"['3-2', '3-1', '3-1', '3-0', '3-0']",5,0,15,4
Sovereign Group LRC Master,Hong Kong Football Club M2B,Ladies Recreation Club (LRC),11,10/01/2019,0-5,"['2-3', '1-3', '2-3', '0-3', '0-3']",0,5,5,15
Hong Kong Football Club M2A,United Services Recreation Club M2,Hong Kong Football Club (HKFC),11,10/01/2019,1-4,"['0-3', '1-3', '3-1', '2-3', '0-3']",1,4,6,13
Discovery Bay Masters,Friend Club Masters,Discovery Bay (DB),11,10/01/2019,0-5,"['2-3', '1-3', '1-3', '0-3', '0-3']",0,5,4,15
Sovereign Group LRC Master,Hong Kong Football Club M2A,Ladies Recreation Club (LRC),12,17/01/2019,2-3,"['3-1', '0-3', '3-0', '0-3', '1-3']",2,3,7,10
Hong Kong Football Club M2B,Discovery Bay Masters,Hong Kong Football Club (HKFC),12,17/01/2019,5-0,"['3-0', '3-2', '3-0', '3-0', '3-0']",5,0,15,2
Friend Club Masters,Ricci Hall Old Boys' Association,Masters - Cornwall Street (M - CSPSC),12,17/01/2019,3-2,"['1-3', '0-3', '3-0', '3-0', '3-0']",3,2,10,6
Ricci Hall Old Boys' Association,Hong Kong Football Club M2B,Masters - Cornwall Street (M - CSPSC),13,24/01/2019,2-3,"['3-1', '3-0', '0-3', '0-3', '0-3']",2,3,6,10
Sovereign Group LRC Master,United Services Recreation Club M2,Ladies Recreation Club (LRC),13,24/01/2019,0-5,"['2-3', '0-3', '2-3', '1-3', '2-3']",0,5,7,15
Hong Kong Football Club M2A,Discovery Bay Masters,Hong Kong Football Club (HKFC),13,24/01/2019,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Discovery Bay Masters,United Services Recreation Club M2,Discovery Bay (DB),14,31/01/2019,4-1,"['2-3', '3-1', '3-1', '3-1', '3-2']",4,1,14,8
Hong Kong Football Club M2B,Friend Club Masters,Hong Kong Football Club (HKFC),14,31/01/2019,5-0,"['3-0', '3-1', '3-0', '3-1', '3-1']",5,0,15,3
