Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
WSC Noset,Twister 3,HK Squash Centre (HKSC),1,10/10/2018,1-4,"['1-3', '3-0', '1-3', '0-3', '0-3']",1,4,5,12
Center Squash,Tuen Mun Squash Club 2,HK Squash Centre (HKSC),1,10/10/2018,0-5,"['0-3', '1-3', '1-3', '1-3', '0-3']",0,5,3,15
Hong Kong Cricket Club 6,i-Mask Advance Squash Club 6,Hong Kong Cricket Club (HKCC),1,10/10/2018,4-1,"['3-0', '3-1', '3-2', '0-3', '3-0']",4,1,12,6
Hong Kong Football Club 11,The Squash Club 3,Hong Kong Football Club (HKFC),1,10/10/2018,4-1,"['2-3', '3-0', '3-0', '3-0', '3-0']",4,1,14,3
Twister 3,Center Squash,Cornwall Street (CSPSC),2,24/10/2018,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
WSC Noset,The Squash Club 3,HK Squash Centre (HKSC),2,24/10/2018,3-2,"['1-3', '3-1', '0-3', '3-0', '3-0']",3,2,10,7
i-Mask Advance Squash Club 6,Tuen Mun Squash Club 2,Cornwall Street (CSPSC),2,24/10/2018,2-3,"['3-2', '1-3', '1-3', '3-2', '0-3']",2,3,8,13
Hong Kong Cricket Club 6,Hong Kong Football Club 11,Hong Kong Cricket Club (HKCC),2,24/10/2018,5-0,"['3-0', '3-2', '3-1', '3-1', '3-1']",5,0,15,5
Center Squash,The Squash Club 3,HK Squash Centre (HKSC),3,31/10/2018,0-5,"['1-3', '2-3', '0-3', '0-3', '0-3']",0,5,3,15
Hong Kong Cricket Club 6,WSC Noset,Hong Kong Cricket Club (HKCC),3,31/10/2018,5-0,"['3-0', '3-2', '3-0', '3-0', '3-1']",5,0,15,3
Tuen Mun Squash Club 2,Twister 3,Pei Ho Street (PHSSC),3,31/10/2018,2-3,"['3-2', '1-3', '2-3', '2-3', '3-1']",2,3,11,12
Hong Kong Football Club 11,i-Mask Advance Squash Club 6,Hong Kong Football Club (HKFC),3,31/10/2018,1-4,"['3-2', '2-3', '0-3', 'WO', 'WO']",1,4,5,14
i-Mask Advance Squash Club 6,Twister 3,Cornwall Street (CSPSC),4,07/11/2018,3-2,"['2-3', '3-0', '1-3', '3-2', '3-0']",3,2,12,8
