Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Spark 3,Vitality Squash 2,HK Squash Centre (HKSC),1,12/10/2018,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Giant 1,SKCSC,Cornwall Street (CSPSC),1,12/10/2018,3-2,"['2-3', '3-0', '3-0', '3-2', '0-3']",3,2,11,8
YLJR 2,Friend Club 5,Yuen Long Jockey Club (YLJCSC),1,12/10/2018,1-4,"['0-3', '3-1', '0-3', '1-3', '2-3']",1,4,6,13
Vitality Squash 2,YLJR 2,HK Squash Centre (HKSC),2,19/10/2018,1-4,"['1-3', '3-1', '1-3', '0-3', '0-3']",1,4,5,13
i-Mask Advance Squash Club 8,Spark 3,Cornwall Street (CSPSC),2,19/10/2018,4-1,"['3-0', '0-3', '3-1', '3-0', 'CR']",4,1,12,4
Friend Club 5,Giant 1,Cornwall Street (CSPSC),2,19/10/2018,4-1,"['3-0', '3-1', '1-3', '3-0', '3-0']",4,1,13,4
SKCSC,Friend Club 5,Cornwall Street (CSPSC),3,26/10/2018,0-5,"['0-3', '0-3', '1-3', '0-3', '2-3']",0,5,3,15
Vitality Squash 2,Giant 1,HK Squash Centre (HKSC),3,26/10/2018,0-5,"['1-3', '0-3', '0-3', '0-3', '0-3']",0,5,1,15
i-Mask Advance Squash Club 8,YLJR 2,Cornwall Street (CSPSC),3,26/10/2018,3-2,"['3-1', '3-0', '0-3', '3-0', '2-3']",3,2,11,7
Spark 3,YLJR 2,HK Squash Centre (HKSC),4,02/11/2018,5-0,"['3-1', '3-0', '3-0', '3-1', '3-0']",5,0,15,2
Vitality Squash 2,SKCSC,HK Squash Centre (HKSC),4,02/11/2018,0-5,"['0-3', '0-3', '1-3', '0-3', 'WO']",0,5,1,15
i-Mask Advance Squash Club 8,Giant 1,Cornwall Street (CSPSC),4,02/11/2018,1-4,"['3-1', '0-3', '0-3', '0-3', '0-3']",1,4,3,13
SKCSC,i-Mask Advance Squash Club 8,Cornwall Street (CSPSC),5,09/11/2018,3-2,"['1-3', '3-1', '3-0', '3-0', '1-3']",3,2,11,7
Spark 3,Giant 1,HK Squash Centre (HKSC),5,09/11/2018,2-3,"['3-0', '3-0', '2-3', '1-3', '1-3']",2,3,10,9
Vitality Squash 2,Friend Club 5,HK Squash Centre (HKSC),5,09/11/2018,0-5,"['1-3', '0-3', '0-3', '0-3', '0-3']",0,5,1,15
Spark 3,SKCSC,HK Squash Centre (HKSC),6,16/11/2018,4-1,"['3-0', '3-0', '3-0', '3-1', '0-3']",4,1,12,4
i-Mask Advance Squash Club 8,Friend Club 5,HK Squash Centre (HKSC),6,16/11/2018,0-5,"['1-3', '0-3', '1-3', '0-3', '0-3']",0,5,2,15
