Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Hong Kong Football Club 13,Vitality Squash 3,Hong Kong Football Club (HKFC),1,10/10/2018,3-2,"['3-0', '3-0', '1-3', '3-0', '0-3']",3,2,10,6
Perrier Sergio Tacchini KCC 8,Bravo,Kowloon Cricket Club (KCC),1,10/10/2018,3-2,"['3-1', '0-3', '1-3', '3-0', '3-0']",3,2,10,7
Star River 2,Mercury,Cornwall Street (CSPSC),1,10/10/2018,1-4,"['3-0', '2-3', '1-3', '1-3', '0-3']",1,4,7,12
Tuen Mun Squash Club 3,Progressive Squash Club,Kwun Chung (KCSC),1,10/10/2018,5-0,"['3-0', '3-0', '3-1', '3-0', '3-0']",5,0,15,1
Mercury,Bravo,HK Squash Centre (HKSC),2,24/10/2018,1-4,"['1-3', '0-3', '0-3', '3-1', '2-3']",1,4,6,13
Vitality Squash 3,Progressive Squash Club,HK Squash Centre (HKSC),2,24/10/2018,3-2,"['3-1', '0-3', '3-2', '3-2', '0-3']",3,2,9,11
Hong Kong Football Club 13,Star River 2,Hong Kong Football Club (HKFC),2,24/10/2018,5-0,"['3-1', '3-0', '3-2', '3-0', '3-0']",5,0,15,3
Perrier Sergio Tacchini KCC 8,Tuen Mun Squash Club 3,Kowloon Cricket Club (KCC),2,24/10/2018,2-3,"['0-3', '2-3', '1-3', '3-2', '3-2']",2,3,9,13
Perrier Sergio Tacchini KCC 8,Progressive Squash Club,Kowloon Cricket Club (KCC),3,31/10/2018,5-0,"['3-0', '3-1', '3-0', '3-0', '3-0']",5,0,15,1
Star River 2,Vitality Squash 3,Cornwall Street (CSPSC),3,31/10/2018,4-1,"['3-0', '1-3', '3-0', 'CR', 'CR']",4,1,13,3
Bravo,Hong Kong Football Club 13,Cornwall Street (CSPSC),3,31/10/2018,1-4,"['3-0', '0-3', '0-3', '0-3', '0-3']",1,4,3,12
Tuen Mun Squash Club 3,Mercury,Kwun Chung (KCSC),3,31/10/2018,1-4,"['3-1', '2-3', '2-3', '0-3', '0-3']",1,4,7,13
Hong Kong Football Club 13,Tuen Mun Squash Club 3,Hong Kong Football Club (HKFC),4,07/11/2018,5-0,"['3-1', '3-0', '3-0', '3-0', '3-0']",5,0,15,1
Mercury,Progressive Squash Club,Kwun Chung (KCSC),4,07/11/2018,5-0,"['3-0', '3-0', '3-2', '3-1', '3-0']",5,0,15,3
Vitality Squash 3,Perrier Sergio Tacchini KCC 8,HK Squash Centre (HKSC),4,07/11/2018,0-5,"['0-3', '2-3', '0-3', '0-3', 'CR']",0,5,2,15
Star River 2,Bravo,Cornwall Street (CSPSC),4,07/11/2018,2-3,"['2-3', '0-3', '0-3', '3-0', '3-0']",2,3,8,9
Bravo,Vitality Squash 3,Cornwall Street (CSPSC),5,14/11/2018,5-0,"['3-0', '3-1', '3-0', '3-2', 'CR']",5,0,15,3
Progressive Squash Club,Hong Kong Football Club 13,HK Squash Centre (HKSC),5,14/11/2018,0-5,"['1-3', '0-3', '2-3', '0-3', '0-3']",0,5,3,15
Tuen Mun Squash Club 3,Star River 2,Kwun Chung (KCSC),5,14/11/2018,5-0,"['3-1', '3-0', '3-0', '3-0', '3-0']",5,0,15,1
Perrier Sergio Tacchini KCC 8,Mercury,Kowloon Cricket Club (KCC),5,14/11/2018,3-2,"['3-0', '2-3', '3-1', '3-0', '2-3']",3,2,13,7
Hong Kong Football Club 13,Perrier Sergio Tacchini KCC 8,Hong Kong Football Club (HKFC),6,28/11/2018,4-1,"['3-1', '3-1', '2-3', '3-1', '3-1']",4,1,14,7
Vitality Squash 3,Mercury,HK Squash Centre (HKSC),6,28/11/2018,0-5,"['0-3', '0-3', '0-3', 'CR', 'CR']",0,5,0,15
Tuen Mun Squash Club 3,Bravo,Kwun Chung (KCSC),6,28/11/2018,3-2,"['1-3', '3-0', '3-0', '2-3', '3-0']",3,2,12,6
Star River 2,Progressive Squash Club,Cornwall Street (CSPSC),6,28/11/2018,3-2,"['3-2', '2-3', '3-0', '0-3', '3-0']",3,2,11,8
Progressive Squash Club,Bravo,HK Squash Centre (HKSC),7,05/12/2018,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
Mercury,Hong Kong Football Club 13,HK Squash Centre (HKSC),7,05/12/2018,3-2,"['3-0', '1-3', '3-0', '2-3', '3-0']",3,2,12,6
Tuen Mun Squash Club 3,Vitality Squash 3,Kwun Chung (KCSC),7,05/12/2018,5-0,"['WO', 'WO', 'WO', 'WO', 'WO']",5,0,15,0
Perrier Sergio Tacchini KCC 8,Star River 2,Kowloon Cricket Club (KCC),7,05/12/2018,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Progressive Squash Club,Tuen Mun Squash Club 3,HK Squash Centre (HKSC),8,12/12/2018,1-4,"['1-3', '0-3', '3-0', '2-3', '1-3']",1,4,7,12
Vitality Squash 3,Hong Kong Football Club 13,HK Squash Centre (HKSC),8,12/12/2018,0-5,"['2-3', '0-3', 'CR', 'CR', 'CR']",0,5,2,15
Mercury,Star River 2,HK Squash Centre (HKSC),8,12/12/2018,3-2,"['1-3', '3-1', '3-1', '1-3', '3-0']",3,2,11,8
Perrier Sergio Tacchini KCC 8,Bravo,Kowloon Cricket Club (KCC),8,12/12/2018,3-2,"['3-1', '0-3', '1-3', '3-1', '3-2']",3,2,10,10
Vitality Squash 3,Progressive Squash Club,Harbour Road (HRSC),9,02/01/2019,0-5,"['2-3', '2-3', '2-3', 'WO', 'WO']",0,5,6,15
Bravo,Mercury,Cornwall Street (CSPSC),9,02/01/2019,2-3,"['3-1', '0-3', '3-0', '1-3', '0-3']",2,3,7,10
Star River 2,Hong Kong Football Club 13,Cornwall Street (CSPSC),9,02/01/2019,2-3,"['1-3', '1-3', '3-2', '0-3', '3-0']",2,3,8,11
Tuen Mun Squash Club 3,Perrier Sergio Tacchini KCC 8,Kwun Chung (KCSC),9,02/01/2019,4-1,"['3-1', '1-3', '3-2', '3-0', '3-1']",4,1,13,7
Mercury,Tuen Mun Squash Club 3,HK Squash Centre (HKSC),10,09/01/2019,1-4,"['2-3', '0-3', '1-3', '2-3', '3-0']",1,4,8,12
Star River 2,Vitality Squash 3,Kwun Chung (KCSC),10,09/01/2019,4-1,"['3-2', '3-0', '3-0', '3-2', '1-3']",4,1,13,7
Hong Kong Football Club 13,Bravo,Hong Kong Football Club (HKFC),10,09/01/2019,2-3,"['3-2', '2-3', '0-3', '2-3', '3-0']",2,3,10,11
Perrier Sergio Tacchini KCC 8,Progressive Squash Club,Kowloon Cricket Club (KCC),10,09/01/2019,5-0,"['3-0', '3-0', '3-0', '3-1', '3-0']",5,0,15,1
Bravo,Star River 2,Kwun Chung (KCSC),11,16/01/2019,0-5,"['WO', 'WO', 'WO', 'WO', 'WO']",0,5,0,15
Progressive Squash Club,Mercury,HK Squash Centre (HKSC),11,16/01/2019,0-5,"['1-3', '2-3', '1-3', '0-3', '1-3']",0,5,5,15
Tuen Mun Squash Club 3,Hong Kong Football Club 13,Kwun Chung (KCSC),11,16/01/2019,2-3,"['3-0', '0-3', '3-0', '0-3', '1-3']",2,3,7,9
Perrier Sergio Tacchini KCC 8,Vitality Squash 3,Kowloon Cricket Club (KCC),11,16/01/2019,5-0,"['3-0', '3-1', '3-0', '3-0', '3-0']",5,0,15,1
Vitality Squash 3,Bravo,HK Squash Centre (HKSC),12,23/01/2019,2-3,"['0-3', '2-3', '1-3', '3-0', 'CR']",2,3,6,12
Perrier Sergio Tacchini KCC 8,Mercury,Kowloon Cricket Club (KCC),12,23/01/2019,5-0,"['3-2', '3-0', '3-0', '3-0', '3-0']",5,0,15,2
Star River 2,Tuen Mun Squash Club 3,Cornwall Street (CSPSC),12,23/01/2019,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
Progressive Squash Club,Hong Kong Football Club 13,HK Squash Centre (HKSC),12,23/01/2019,1-4,"['1-3', '3-1', '1-3', '0-3', '2-3']",1,4,7,13
Progressive Squash Club,Star River 2,HK Squash Centre (HKSC),13,30/01/2019,3-2,"['0-3', '3-0', '0-3', '3-0', '3-0']",3,2,9,6
Mercury,Vitality Squash 3,HK Squash Centre (HKSC),13,30/01/2019,4-1,"['3-0', '1-3', '3-1', '3-0', '3-0']",4,1,13,4
Tuen Mun Squash Club 3,Bravo,Kwun Chung (KCSC),13,30/01/2019,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0
Perrier Sergio Tacchini KCC 8,Hong Kong Football Club 13,Kowloon Cricket Club (KCC),13,30/01/2019,5-0,"['3-0', '3-0', '3-0', '3-1', '3-0']",5,0,15,1
Hong Kong Football Club 13,Mercury,Hong Kong Football Club (HKFC),14,20/02/2019,1-4,"['1-3', '3-2', '0-3', '1-3', '0-3']",1,4,5,14
Vitality Squash 3,Tuen Mun Squash Club 3,HK Squash Centre (HKSC),14,20/02/2019,3-2,"['0-3', '0-3', '3-1', '3-0', '3-1']",3,2,9,8
Bravo,Progressive Squash Club,Cornwall Street (CSPSC),14,20/02/2019,3-2,"['3-1', '1-3', '3-1', '3-1', '1-3']",3,2,11,9
Star River 2,Perrier Sergio Tacchini KCC 8,Cornwall Street (CSPSC),14,20/02/2019,2-3,"['1-3', '1-3', '3-1', '3-1', '0-3']",2,3,8,11
Bravo,Perrier Sergio Tacchini KCC 8,Cornwall Street (CSPSC),15,27/02/2019,0-5,"['0-3', '2-3', '1-3', '2-3', '0-3']",0,5,5,15
Star River 2,Mercury,Cornwall Street (CSPSC),15,27/02/2019,2-3,"['3-0', '3-1', '2-3', '1-3', '2-3']",2,3,11,10
Tuen Mun Squash Club 3,Progressive Squash Club,Kwun Chung (KCSC),15,27/02/2019,1-4,"['1-3', '1-3', '2-3', '2-3', '3-0']",1,4,9,12
Hong Kong Football Club 13,Vitality Squash 3,Hong Kong Football Club (HKFC),15,27/02/2019,4-1,"['3-0', '1-3', '3-0', '3-0', '3-0']",4,1,13,3
Mercury,Bravo,HK Squash Centre (HKSC),16,06/03/2019,3-2,"['3-2', '3-0', '0-3', '1-3', '3-0']",3,2,10,8
Progressive Squash Club,Vitality Squash 3,HK Squash Centre (HKSC),16,06/03/2019,2-3,"['3-0', '2-3', '1-3', '0-3', '3-0']",2,3,9,9
Hong Kong Football Club 13,Star River 2,Hong Kong Football Club (HKFC),16,06/03/2019,3-2,"['1-3', '3-0', '0-3', '3-0', '3-0']",3,2,10,6
Perrier Sergio Tacchini KCC 8,Tuen Mun Squash Club 3,Kowloon Cricket Club (KCC),16,06/03/2019,3-2,"['3-0', '1-3', '3-0', '3-0', '0-3']",3,2,10,6
Progressive Squash Club,Perrier Sergio Tacchini KCC 8,HK Squash Centre (HKSC),17,13/03/2019,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
Vitality Squash 3,Star River 2,HK Squash Centre (HKSC),17,13/03/2019,2-3,"['2-3', '1-3', '3-0', '3-1', 'WO']",2,3,9,10
Hong Kong Football Club 13,Bravo,Hong Kong Football Club (HKFC),17,13/03/2019,4-1,"['1-3', '3-0', '3-0', '3-0', '3-1']",4,1,13,4
Tuen Mun Squash Club 3,Mercury,Kwun Chung (KCSC),17,13/03/2019,1-4,"['3-1', '2-3', '1-3', '0-3', '0-3']",1,4,6,13
Hong Kong Football Club 13,Tuen Mun Squash Club 3,Hong Kong Football Club (HKFC),18,20/03/2019,2-3,"['1-3', '3-2', '3-0', '2-3', '0-3']",2,3,9,11
Mercury,Progressive Squash Club,HK Squash Centre (HKSC),18,20/03/2019,4-1,"['0-3', '3-1', '3-0', '3-0', '3-0']",4,1,12,4
Vitality Squash 3,Perrier Sergio Tacchini KCC 8,HK Squash Centre (HKSC),18,20/03/2019,1-4,"['3-2', '0-3', '0-3', 'CR', 'CR']",1,4,3,14
Bravo,Star River 2,Cornwall Street (CSPSC),18,20/03/2019,2-3,"['3-0', '1-3', '0-3', '3-0', '0-3']",2,3,7,9
Hong Kong Football Club 13,Progressive Squash Club,Hong Kong Football Club (HKFC),19,27/03/2019,4-1,"['3-0', '3-0', '3-0', '1-3', '3-0']",4,1,13,3
Bravo,Vitality Squash 3,Cornwall Street (CSPSC),19,27/03/2019,4-1,"['3-0', '3-0', '3-1', '3-0', '0-3']",4,1,12,4
Tuen Mun Squash Club 3,Star River 2,Kwun Chung (KCSC),19,27/03/2019,3-2,"['1-3', '3-0', '3-2', '1-3', '3-1']",3,2,11,9
Mercury,Perrier Sergio Tacchini KCC 8,HK Squash Centre (HKSC),19,27/03/2019,1-4,"['0-3', '2-3', '1-3', '3-2', '0-3']",1,4,6,14
Vitality Squash 3,Mercury,HK Squash Centre (HKSC),20,03/04/2019,0-5,"['WO', 'WO', 'WO', 'WO', 'WO']",0,5,0,15
Progressive Squash Club,Star River 2,HK Squash Centre (HKSC),20,03/04/2019,1-4,"['3-1', '0-3', '0-3', '0-3', '0-3']",1,4,3,13
Bravo,Tuen Mun Squash Club 3,Cornwall Street (CSPSC),20,03/04/2019,2-3,"['3-2', '1-3', '3-1', '0-3', '0-3']",2,3,7,12
Hong Kong Football Club 13,Perrier Sergio Tacchini KCC 8,Hong Kong Football Club (HKFC),20,03/04/2019,1-4,"['0-3', '0-3', '2-3', '0-3', '3-0']",1,4,5,12
Mercury,Hong Kong Football Club 13,HK Squash Centre (HKSC),21,10/04/2019,3-2,"['3-1', '0-3', '3-0', '3-0', '2-3']",3,2,11,7
Progressive Squash Club,Bravo,HK Squash Centre (HKSC),21,10/04/2019,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
Tuen Mun Squash Club 3,Vitality Squash 3,Kwun Chung (KCSC),21,10/04/2019,5-0,"['WO', 'WO', 'WO', 'WO', 'WO']",5,0,15,0
Perrier Sergio Tacchini KCC 8,Star River 2,Kowloon Cricket Club (KCC),21,10/04/2019,4-1,"['2-3', '3-0', '3-1', '3-1', '3-2']",4,1,14,7
