Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc
Hong Kong Cricket Club 2,16.66666666666667,50.0,50.0,66.66666666666667,45.833333333333336
Hong Kong Football Club 2B,-16.66666666666667,16.666666666666657,16.666666666666657,16.666666666666657,8.333333333333321
Kowloon Cricket Club 2,33.33333333333334,0.0,0.0,-33.33333333333334,0.0
Young Player 2,-33.33333333333333,0.0,0.0,16.66666666666667,-4.166666666666664
Hong Kong Football Club 2A,-50.0,-50.0,-50.0,0.0,-37.5
