Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Hong Kong Cricket Club M3,v,Titlows Squash Master,Hong Kong Cricket Club,19:00:00,"5-0(3-0,3-0,3-1,3-0,3-0)",1,02/10/2025
OSF,v,Kowloon Cricket Club M3,Masters - HK Squash Centre,19:00:00,"1-4(0-3,0-3,1-3,1-3,3-0)",1,02/10/2025
Hong Kong Football Club M3A,v,Hong Kong Football Club M3B,Hong Kong Football Club,19:00:00,"1-4(0-3,3-0,0-3,1-3,0-3)",1,02/10/2025
Royal Hong Kong Yacht Club M3,v,[BYE],,,,1,02/10/2025
Hong Kong Football Club M3B,v,OSF,Hong Kong Football Club,19:00:00,"4-1(3-0,3-1,3-0,3-0,2-3)",2,09/10/2025
Hong Kong Football Club M3A,v,Titlows Squash Master,Hong Kong Football Club,19:00:00,"5-0(3-2,3-0,3-0,3-0,3-0)",2,09/10/2025
Royal Hong Kong Yacht Club M3,v,Hong Kong Cricket Club M3,Royal Hong Kong Yacht Club,19:00:00,"1-4(3-1,1-3,0-3,0-3,0-3)",2,09/10/2025
Kowloon Cricket Club M3,v,[BYE],,,,2,09/10/2025
Hong Kong Football Club M3A,v,Royal Hong Kong Yacht Club M3,Hong Kong Football Club,19:00:00,"4-1(1-3,3-1,3-0,3-2,3-1)",3,16/10/2025
Titlows Squash Master,v,OSF,Masters - HK Squash Centre,19:00:00,"5-0(CR,CR,CR,CR,CR)",3,16/10/2025
Kowloon Cricket Club M3,v,Hong Kong Football Club M3B,Kowloon Cricket Club,19:00:00,"5-0(3-0,3-0,3-0,3-1,3-0)",3,16/10/2025
Hong Kong Cricket Club M3,v,[BYE],,,,3,16/10/2025
Titlows Squash Master,v,Kowloon Cricket Club M3,Masters - Harbour Road Sports Centre,19:00:00,"1-4(0-3,0-3,1-3,0-3,3-0)",4,23/10/2025
OSF,v,Royal Hong Kong Yacht Club M3,Masters - HK Squash Centre,19:00:00,"0-5(0-3,1-3,0-3,0-3,0-3)",4,23/10/2025
Hong Kong Cricket Club M3,v,Hong Kong Football Club M3A,Hong Kong Cricket Club,19:00:00,"0-5(0-3,0-3,1-3,1-3,0-3)",4,23/10/2025
Hong Kong Football Club M3B,v,[BYE],,,,4,23/10/2025
OSF,v,Hong Kong Cricket Club M3,Masters - HK Squash Centre,19:00:00,"0-5(0-3,0-3,0-3,0-3,CR)",5,30/10/2025
Kowloon Cricket Club M3,v,Royal Hong Kong Yacht Club M3,Kowloon Cricket Club,19:00:00,"4-1(3-1,3-1,3-0,3-0,0-3)",5,30/10/2025
Hong Kong Football Club M3B,v,Titlows Squash Master,Hong Kong Football Club,19:00:00,"4-1(3-2,3-0,0-3,3-0,3-0)",5,30/10/2025
Hong Kong Football Club M3A,v,[BYE],,,,5,30/10/2025
Hong Kong Football Club M3B,v,Royal Hong Kong Yacht Club M3,Hong Kong Football Club,19:00:00,"1-4(0-3,3-1,0-3,2-3,0-3)",6,06/11/2025
Hong Kong Cricket Club M3,v,Kowloon Cricket Club M3,Hong Kong Cricket Club,19:00:00,"4-1(3-2,0-3,3-0,3-2,3-0)",6,06/11/2025
Hong Kong Football Club M3A,v,OSF,Hong Kong Football Club,19:00:00,"5-0(3-1,3-1,3-0,3-0,3-0)",6,06/11/2025
Titlows Squash Master,v,[BYE],,,,6,06/11/2025
Kowloon Cricket Club M3,v,Hong Kong Football Club M3A,Kowloon Cricket Club,19:00:00,"3-2(3-1,2-3,3-2,0-3,3-0)",7,13/11/2025
