Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Hong Kong Cricket Club M2,v,Ladies Recreation Club M2,Hong Kong Cricket Club,19:00:00,"3-2(3-0,1-3,3-1,3-0,1-3)",1,08/10/2025
Hong Kong Football Club M2A,v,Hong Kong Football Club M2B,Hong Kong Football Club,19:00:00,"3-2(3-1,1-3,3-0,2-3,3-0)",1,08/10/2025
United Services Recreation Club M2,v,[BYE],,,,1,08/10/2025
Hong Kong Football Club M2B,v,Hong Kong Cricket Club M2,Hong Kong Football Club,19:00:00,"2-3(1-3,2-3,3-1,0-3,3-0)",2,15/10/2025
United Services Recreation Club M2,v,Hong Kong Football Club M2A,United Services Recreation Club,19:00:00,"0-5(0-3,1-3,1-3,1-3,0-3)",2,15/10/2025
Ladies Recreation Club M2,v,[BYE],,,,2,15/10/2025
Hong Kong Cricket Club M2,v,United Services Recreation Club M2,Hong Kong Cricket Club,19:00:00,"5-0(3-2,3-0,3-0,3-1,3-0)",3,22/10/2025
Ladies Recreation Club M2,v,Hong Kong Football Club M2B,Ladies Recreation Club,19:00:00,"2-3(0-3,3-2,3-0,0-3,0-3)",3,22/10/2025
Hong Kong Football Club M2A,v,[BYE],,,,3,22/10/2025
United Services Recreation Club M2,v,Ladies Recreation Club M2,United Services Recreation Club,19:00:00,"2-3(3-2,2-3,2-3,0-3,3-0)",4,05/11/2025
Hong Kong Football Club M2A,v,Hong Kong Cricket Club M2,Hong Kong Football Club,19:00:00,"4-1(2-3,3-0,3-1,3-0,3-0)",4,05/11/2025
Hong Kong Football Club M2B,v,[BYE],,,,4,05/11/2025
Ladies Recreation Club M2,v,Hong Kong Football Club M2A,Ladies Recreation Club,19:00:00,"3-2(3-0,3-1,1-3,2-3,3-2)",5,12/11/2025
Hong Kong Football Club M2B,v,United Services Recreation Club M2,Hong Kong Football Club,19:00:00,"4-1(3-0,3-1,3-0,1-3,3-1)",5,12/11/2025
Hong Kong Cricket Club M2,v,[BYE],,,,5,12/11/2025
Ladies Recreation Club M2,v,Hong Kong Cricket Club M2,Ladies Recreation Club,19:00:00,"3-2(3-0,1-3,3-2,3-0,1-3)",6,19/11/2025
Hong Kong Football Club M2B,v,Hong Kong Football Club M2A,Hong Kong Football Club,19:00:00,"3-2(2-3,3-1,3-0,3-2,0-3)",6,19/11/2025
United Services Recreation Club M2,v,[BYE],,,,6,19/11/2025
Hong Kong Cricket Club M2,v,Hong Kong Football Club M2B,Hong Kong Cricket Club,19:00:00,"5-0(3-1,3-0,3-1,3-2,3-2)",7,26/11/2025
United Services Recreation Club M2,v,Hong Kong Football Club M2A,United Services Recreation Club,19:00:00,"2-3(0-3,3-1,3-0,0-3,2-3)",7,26/11/2025
Ladies Recreation Club M2,v,[BYE],,,,7,26/11/2025
United Services Recreation Club M2,v,Hong Kong Cricket Club M2,United Services Recreation Club,19:00:00,"1-4(0-3,3-2,0-3,1-3,CR)",8,10/12/2025
Hong Kong Football Club M2B,v,Ladies Recreation Club M2,Hong Kong Football Club,19:00:00,"3-2(3-2,1-3,0-3,3-1,3-0)",8,10/12/2025
Hong Kong Football Club M2A,v,[BYE],,,,8,10/12/2025
Ladies Recreation Club M2,v,United Services Recreation Club M2,Ladies Recreation Club,19:00:00,"4-1(3-0,3-1,3-2,1-3,3-0)",9,17/12/2025
Hong Kong Cricket Club M2,v,Hong Kong Football Club M2A,Hong Kong Cricket Club,19:00:00,"2-3(3-1,0-3,3-1,2-3,0-3)",9,17/12/2025
Hong Kong Football Club M2B,v,[BYE],,,,9,17/12/2025
Hong Kong Football Club M2A,v,Ladies Recreation Club M2,Hong Kong Football Club,19:00:00,"3-2(3-1,1-3,1-3,3-0,3-1)",10,07/01/2026
United Services Recreation Club M2,v,Hong Kong Football Club M2B,United Services Recreation Club,19:00:00,"3-2(0-3,3-1,3-1,1-3,3-1)",10,07/01/2026
Hong Kong Cricket Club M2,v,[BYE],,,,10,07/01/2026
Hong Kong Cricket Club M2,v,Ladies Recreation Club M2,Hong Kong Cricket Club,19:00:00,,11,14/01/2026
Hong Kong Football Club M2A,v,Hong Kong Football Club M2B,Hong Kong Football Club,19:00:00,,11,14/01/2026
United Services Recreation Club M2,v,[BYE],,,,11,14/01/2026
Hong Kong Football Club M2B,v,Hong Kong Cricket Club M2,Hong Kong Football Club,19:00:00,,12,21/01/2026
Hong Kong Football Club M2A,v,United Services Recreation Club M2,Hong Kong Football Club,19:00:00,,12,21/01/2026
Ladies Recreation Club M2,v,[BYE],,,,12,21/01/2026
Hong Kong Cricket Club M2,v,United Services Recreation Club M2,Hong Kong Cricket Club,19:00:00,,13,28/01/2026
Ladies Recreation Club M2,v,Hong Kong Football Club M2B,Ladies Recreation Club,19:00:00,,13,28/01/2026
Hong Kong Football Club M2A,v,[BYE],,,,13,28/01/2026
United Services Recreation Club M2,v,Ladies Recreation Club M2,United Services Recreation Club,19:00:00,,14,04/02/2026
