Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Electrify Squash Div 11,v,ZOMA,HK Squash Centre,19:00:00,"5-0(3-0,3-0,3-2,3-0,3-2)",1,14/10/2025
Tuen Mun Squash Club,v,Alpha CUHK,Cornwall Street Squash Centre,19:00:00,"0-5(0-3,0-3,1-3,0-3,0-3)",1,14/10/2025
The Zero Squash Club D11,v,7NT,Cornwall Street Squash Centre,19:00:00,"2-3(3-0,3-1,1-3,2-3,0-3)",1,14/10/2025
i-Mask Advance Squash Club 5,v,South China Athletic Association,Cornwall Street Squash Centre,19:00:00,"4-1(0-3,3-1,3-0,3-0,3-0)",1,14/10/2025
Sea Bear,v,GMDBB,Cornwall Street Squash Centre,19:00:00,"1-4(1-3,0-3,1-3,3-2,2-3)",1,14/10/2025
Invader Squash,v,[BYE],,,,1,14/10/2025
South China Athletic Association,v,Sea Bear,HK Squash Centre,19:00:00,"4-1(3-0,3-2,3-2,3-0,0-3)",2,21/10/2025
7NT,v,i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,19:00:00,"0-5(2-3,0-3,1-3,0-3,1-3)",2,21/10/2025
Alpha CUHK,v,The Zero Squash Club D11,Cornwall Street Squash Centre,19:00:00,"3-2(3-0,0-3,3-0,3-0,1-3)",2,21/10/2025
ZOMA,v,Tuen Mun Squash Club,Cornwall Street Squash Centre,19:00:00,"4-1(1-3,3-0,3-1,3-1,3-0)",2,21/10/2025
Invader Squash,v,Electrify Squash Div 11,Harbour Road Sports Centre,19:00:00,"0-5(0-3,0-3,2-3,0-3,1-3)",2,21/10/2025
GMDBB,v,[BYE],,,,2,21/10/2025
Tuen Mun Squash Club,v,Invader Squash,Cornwall Street Squash Centre,19:00:00,"4-1(3-2,3-1,3-0,3-0,1-3)",3,28/10/2025
The Zero Squash Club D11,v,ZOMA,Cornwall Street Squash Centre,19:00:00,"4-1(3-1,3-0,2-3,3-0,3-2)",3,28/10/2025
i-Mask Advance Squash Club 5,v,Alpha CUHK,Cornwall Street Squash Centre,19:00:00,"3-2(0-3,3-2,1-3,3-2,3-0)",3,28/10/2025
Sea Bear,v,7NT,Cornwall Street Squash Centre,19:00:00,"1-4(0-3,2-3,0-3,3-1,CR)",3,28/10/2025
GMDBB,v,South China Athletic Association,HK Squash Centre,19:00:00,"4-1(3-2,1-3,3-1,3-0,3-0)",3,28/10/2025
Electrify Squash Div 11,v,[BYE],,,,3,28/10/2025
7NT,v,GMDBB,Cornwall Street Squash Centre,19:00:00,"2-3(0-3,3-0,3-1,1-3,2-3)",4,04/11/2025
Alpha CUHK,v,Sea Bear,Cornwall Street Squash Centre,19:00:00,"3-2(3-0,2-3,3-1,3-0,1-3)",4,04/11/2025
ZOMA,v,i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,19:00:00,"2-3(3-2,1-3,0-3,0-3,3-2)",4,04/11/2025
Invader Squash,v,The Zero Squash Club D11,Harbour Road Sports Centre,19:00:00,"1-4(0-3,0-3,1-3,3-0,1-3)",4,04/11/2025
Electrify Squash Div 11,v,Tuen Mun Squash Club,HK Squash Centre,19:00:00,"4-1(3-2,3-0,3-0,3-0,0-3)",4,04/11/2025
South China Athletic Association,v,[BYE],,,,4,04/11/2025
The Zero Squash Club D11,v,Electrify Squash Div 11,Cornwall Street Squash Centre,19:00:00,"5-0(3-0,3-0,3-1,3-0,3-2)",5,11/11/2025
i-Mask Advance Squash Club 5,v,Invader Squash,Cornwall Street Squash Centre,19:00:00,"4-1(3-1,3-0,3-0,3-1,0-3)",5,11/11/2025
Sea Bear,v,ZOMA,Cornwall Street Squash Centre,19:00:00,"0-5(1-3,0-3,1-3,2-3,1-3)",5,11/11/2025
GMDBB,v,Alpha CUHK,Cornwall Street Squash Centre,19:00:00,"4-1(3-1,3-1,0-3,3-2,3-0)",5,11/11/2025
South China Athletic Association,v,7NT,HK Squash Centre,19:00:00,"2-3(1-3,3-0,1-3,0-3,3-1)",5,11/11/2025
Tuen Mun Squash Club,v,[BYE],,,,5,11/11/2025
Alpha CUHK,v,South China Athletic Association,Cornwall Street Squash Centre,19:00:00,"3-2(3-0,3-2,2-3,3-0,1-3)",6,18/11/2025
ZOMA,v,GMDBB,Cornwall Street Squash Centre,19:00:00,"2-3(0-3,1-3,3-1,3-1,2-3)",6,18/11/2025
Invader Squash,v,Sea Bear,Harbour Road Sports Centre,19:00:00,"1-4(0-3,0-3,0-3,3-0,0-3)",6,18/11/2025
Electrify Squash Div 11,v,i-Mask Advance Squash Club 5,HK Squash Centre,19:00:00,"0-5(1-3,1-3,1-3,1-3,0-3)",6,18/11/2025
Tuen Mun Squash Club,v,The Zero Squash Club D11,Cornwall Street Squash Centre,19:00:00,"1-4(0-3,0-3,3-1,0-3,0-3)",6,18/11/2025
7NT,v,[BYE],,,,6,18/11/2025
i-Mask Advance Squash Club 5,v,Tuen Mun Squash Club,Cornwall Street Squash Centre,19:00:00,"3-2(0-3,3-0,3-1,3-0,2-3)",7,25/11/2025
Sea Bear,v,Electrify Squash Div 11,Cornwall Street Squash Centre,19:00:00,"2-3(0-3,3-1,2-3,3-0,0-3)",7,25/11/2025
GMDBB,v,Invader Squash,Cornwall Street Squash Centre,19:00:00,"3-2(3-0,3-0,3-1,0-3,1-3)",7,25/11/2025
South China Athletic Association,v,ZOMA,HK Squash Centre,19:00:00,"3-2(3-0,0-3,0-3,3-1,3-1)",7,25/11/2025
7NT,v,Alpha CUHK,Cornwall Street Squash Centre,19:00:00,"4-1(0-3,3-1,3-0,3-0,3-0)",7,25/11/2025
The Zero Squash Club D11,v,[BYE],,,,7,25/11/2025
ZOMA,v,7NT,Cornwall Street Squash Centre,19:00:00,"0-5(0-3,1-3,0-3,0-3,1-3)",8,09/12/2025
Invader Squash,v,South China Athletic Association,Harbour Road Sports Centre,19:00:00,"2-3(0-3,1-3,2-3,3-2,3-0)",8,09/12/2025
Electrify Squash Div 11,v,GMDBB,HK Squash Centre,19:00:00,"4-1(2-3,3-0,3-0,3-0,3-0)",8,09/12/2025
Tuen Mun Squash Club,v,Sea Bear,Cornwall Street Squash Centre,19:00:00,"2-3(3-0,1-3,0-3,3-1,0-3)",8,09/12/2025
The Zero Squash Club D11,v,i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,19:00:00,"3-2(3-0,3-1,3-2,0-3,0-3)",8,09/12/2025
Alpha CUHK,v,[BYE],,,,8,09/12/2025
Sea Bear,v,The Zero Squash Club D11,Cornwall Street Squash Centre,19:00:00,"2-3(0-3,0-3,0-3,3-2,3-0)",9,16/12/2025
GMDBB,v,Tuen Mun Squash Club,Cornwall Street Squash Centre,19:00:00,"4-1(3-0,0-3,3-1,3-0,3-0)",9,16/12/2025
South China Athletic Association,v,Electrify Squash Div 11,HK Squash Centre,19:00:00,"1-4(0-3,1-3,0-3,3-1,1-3)",9,16/12/2025
7NT,v,Invader Squash,Cornwall Street Squash Centre,19:00:00,"4-1(3-1,2-3,3-0,3-2,3-0)",9,16/12/2025
Alpha CUHK,v,ZOMA,Cornwall Street Squash Centre,19:00:00,"4-1(3-0,2-3,3-0,3-0,CR)",9,16/12/2025
i-Mask Advance Squash Club 5,v,[BYE],,,,9,16/12/2025
Invader Squash,v,Alpha CUHK,Harbour Road Sports Centre,19:00:00,,10,06/01/2026
Electrify Squash Div 11,v,7NT,HK Squash Centre,19:00:00,"2-3(3-0,2-3,3-0,2-3,0-3)",10,06/01/2026
Tuen Mun Squash Club,v,South China Athletic Association,Cornwall Street Squash Centre,19:00:00,,10,06/01/2026
The Zero Squash Club D11,v,GMDBB,Cornwall Street Squash Centre,19:00:00,,10,06/01/2026
