Team,Most Games,Most Wins,Highest Win Percentage
Hong Kong Cricket Club M2,"Head Phil, Janes Gareth (13)","Head Phil, Janes Gareth (10)","Head Phil, Janes Gareth (76.9%)"
Hong Kong Football Club M2A,Pun Teddy (15),Raducki Stephen (12),Raducki Stephen (85.7%)
Hong Kong Football Club M2B,Gates Stuart (12),Tulloch Gillem (8),Tulloch Gillem (88.9%)
Ladies Recreation Club M2,Moreu Horacio (15),Swan Owen (10),Swan Owen (76.9%)
United Services Recreation Club M2,"Muhammad Ilyas Gull, Bidal Jay (13)",Bidal Jay (3),Kenny Gareth (25.0%)
