Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc,Total Rubbers
Kowloon Cricket Club 2,87.5,87.5,75.0,71.42857142857143,80.35714285714286,31
Hong Kong Football Club 2A,100.0,83.33333333333334,66.66666666666666,33.33333333333333,70.83333333333333,24
Hong Kong Football Club 2B,50.0,66.66666666666666,66.66666666666666,83.33333333333334,66.66666666666666,24
Hong Kong Cricket Club 2,37.5,37.5,12.5,12.5,25.0,32
Young Player 2,28.57142857142857,0.0,28.57142857142857,14.285714285714285,17.857142857142854,28
