Home Team,Away Team,Venue,Match Week,Date
NEXUS 1,Hong Kong Football Club 3B,Cornwall Street Squash Centre,6,2025-11-18
United Services Recreation Club 1,Kowloon Cricket Club 3B,United Services Recreation Club,6,2025-11-18
Hong Kong Football Club 3A,X-Alpha 1,Hong Kong Football Club,6,2025-11-18
Kowloon Cricket Club 3A,Happy Squash 1,Kowloon Cricket Club,6,2025-11-18
Happy Squash 1,NEXUS 1,Cornwall Street Squash Centre,7,2025-11-25
Kowloon Cricket Club 3A,X-Alpha 1,Kowloon Cricket Club,7,2025-11-25
Kowloon Cricket Club 3B,Hong Kong Football Club 3A,Kowloon Cricket Club,7,2025-11-25
Hong Kong Football Club 3B,United Services Recreation Club 1,HK Squash Centre,7,2025-11-25
NEXUS 1,United Services Recreation Club 1,Cornwall Street Squash Centre,8,2025-12-09
Happy Squash 1,X-Alpha 1,Cornwall Street Squash Centre,8,2025-12-09
Hong Kong Football Club 3B,Hong Kong Football Club 3A,Hong Kong Football Club,8,2025-12-09
Kowloon Cricket Club 3B,Kowloon Cricket Club 3A,Kowloon Cricket Club,8,2025-12-09
X-Alpha 1,NEXUS 1,Cornwall Street Squash Centre,9,2025-12-16
Happy Squash 1,Kowloon Cricket Club 3B,Cornwall Street Squash Centre,9,2025-12-16
Hong Kong Football Club 3B,Kowloon Cricket Club 3A,Hong Kong Football Club,9,2025-12-16
Hong Kong Football Club 3A,United Services Recreation Club 1,Hong Kong Football Club,9,2025-12-16
NEXUS 1,Hong Kong Football Club 3A,Cornwall Street Squash Centre,10,2026-01-06
United Services Recreation Club 1,Kowloon Cricket Club 3A,United Services Recreation Club,10,2026-01-06
Hong Kong Football Club 3B,Happy Squash 1,Hong Kong Football Club,10,2026-01-06
Kowloon Cricket Club 3B,X-Alpha 1,Kowloon Cricket Club,10,2026-01-06
NEXUS 1,Kowloon Cricket Club 3B,Cornwall Street Squash Centre,11,2026-01-13
X-Alpha 1,Hong Kong Football Club 3B,Cornwall Street Squash Centre,11,2026-01-13
Happy Squash 1,United Services Recreation Club 1,Cornwall Street Squash Centre,11,2026-01-13
Kowloon Cricket Club 3A,Hong Kong Football Club 3A,Kowloon Cricket Club,11,2026-01-13
Kowloon Cricket Club 3A,NEXUS 1,Kowloon Cricket Club,12,2026-01-20
Hong Kong Football Club 3A,Happy Squash 1,Hong Kong Football Club,12,2026-01-20
United Services Recreation Club 1,X-Alpha 1,United Services Recreation Club,12,2026-01-20
Kowloon Cricket Club 3B,Hong Kong Football Club 3B,Kowloon Cricket Club,12,2026-01-20
Hong Kong Football Club 3B,NEXUS 1,Hong Kong Football Club,13,2026-01-27
Kowloon Cricket Club 3B,United Services Recreation Club 1,Kowloon Cricket Club,13,2026-01-27
X-Alpha 1,Hong Kong Football Club 3A,Cornwall Street Squash Centre,13,2026-01-27
Happy Squash 1,Kowloon Cricket Club 3A,Cornwall Street Squash Centre,13,2026-01-27
NEXUS 1,Happy Squash 1,Cornwall Street Squash Centre,14,2026-02-03
X-Alpha 1,Kowloon Cricket Club 3A,Cornwall Street Squash Centre,14,2026-02-03
Kowloon Cricket Club 3B,Hong Kong Football Club 3A,Kowloon Cricket Club,14,2026-02-03
United Services Recreation Club 1,Hong Kong Football Club 3B,United Services Recreation Club,14,2026-02-03
United Services Recreation Club 1,NEXUS 1,United Services Recreation Club,15,2026-02-10
X-Alpha 1,Happy Squash 1,Cornwall Street Squash Centre,15,2026-02-10
Hong Kong Football Club 3A,Hong Kong Football Club 3B,Hong Kong Football Club,15,2026-02-10
Kowloon Cricket Club 3A,Kowloon Cricket Club 3B,Kowloon Cricket Club,15,2026-02-10
NEXUS 1,X-Alpha 1,Cornwall Street Squash Centre,16,2026-03-03
Kowloon Cricket Club 3B,Happy Squash 1,Kowloon Cricket Club,16,2026-03-03
Hong Kong Football Club 3B,Kowloon Cricket Club 3A,Hong Kong Football Club,16,2026-03-03
United Services Recreation Club 1,Hong Kong Football Club 3A,United Services Recreation Club,16,2026-03-03
Hong Kong Football Club 3A,NEXUS 1,Hong Kong Football Club,17,2026-03-10
Kowloon Cricket Club 3A,United Services Recreation Club 1,Kowloon Cricket Club,17,2026-03-10
Happy Squash 1,Hong Kong Football Club 3B,Cornwall Street Squash Centre,17,2026-03-10
X-Alpha 1,Kowloon Cricket Club 3B,Cornwall Street Squash Centre,17,2026-03-10
Kowloon Cricket Club 3B,NEXUS 1,Kowloon Cricket Club,18,2026-03-17
Hong Kong Football Club 3B,X-Alpha 1,Hong Kong Football Club,18,2026-03-17
United Services Recreation Club 1,Happy Squash 1,United Services Recreation Club,18,2026-03-17
Hong Kong Football Club 3A,Kowloon Cricket Club 3A,Hong Kong Football Club,18,2026-03-17
NEXUS 1,Kowloon Cricket Club 3A,Cornwall Street Squash Centre,19,2026-03-24
Happy Squash 1,Hong Kong Football Club 3A,Cornwall Street Squash Centre,19,2026-03-24
X-Alpha 1,United Services Recreation Club 1,Cornwall Street Squash Centre,19,2026-03-24
Hong Kong Football Club 3B,Kowloon Cricket Club 3B,Hong Kong Football Club,19,2026-03-24
NEXUS 1,Hong Kong Football Club 3B,Cornwall Street Squash Centre,20,2026-04-14
United Services Recreation Club 1,Kowloon Cricket Club 3B,United Services Recreation Club,20,2026-04-14
Hong Kong Football Club 3A,X-Alpha 1,Hong Kong Football Club,20,2026-04-14
Kowloon Cricket Club 3A,Happy Squash 1,Kowloon Cricket Club,20,2026-04-14
