Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club L1A,81.81818181818183,90.9090909090909,90.9090909090909,87.87878787878788,33
Perrier Sergio Tacchini KCC L1A,72.72727272727273,63.63636363636363,50.0,62.121212121212125,32
Hong Kong Cricket Club L1,63.63636363636363,63.63636363636363,30.0,52.424242424242415,32
Perrier Sergio Tacchini KCC L1B,44.44444444444444,55.55555555555556,44.44444444444444,48.14814814814815,27
Hong Kong Football Club L1B,10.0,20.0,50.0,26.666666666666668,28
Young Player L1,20.0,0.0,30.0,16.666666666666668,30
