Team,Played,Won,Lost,Points
North District Sports Association 2,8,8,0,40
Royal Hong Kong Yacht Club Div 14,8,6,2,36
The Squash Club 4,8,5,3,33
Physical Chess 5,8,5,3,29
8 Virtues + 1,8,4,4,25
RELAY 2,8,4,4,24
TKO Junior 1,8,4,4,23
Hong Kong Football Club 14,8,3,5,20
Squash-On,8,3,5,16
Ladies Recreation Club Div 14,8,2,6,16
TNG 3,8,4,4,15
Fusion Squash Club 4,8,0,8,2
