Team,Played,Won,Lost,Points
JESSICA L4,7,7,0,29
JESSICA Mochis,7,5,2,24
The Squash Club L4,7,4,3,21
Hong Kong Cricket Club L4,7,4,3,16
Hong Kong Football Club JSA,7,3,4,16
Squashathon Ladies,7,3,4,14
Hong Kong Football Club L4,7,2,5,14
Hong Kong Cricket Club Rockettes,7,3,4,13
Kwai Tsing District Squash Club L4,8,1,7,12
