Team,Played,Won,Lost,Points
Happy Squash 4,8,8,0,37
Electrify Squash Div 13,7,5,2,27
Kowloon Cricket Club 13,7,5,2,26
Hong Kong Football Club 13,7,4,3,25
Squashathon One,7,3,4,23
Fusion Squash Club 3,7,2,5,16
TNG 2,6,1,5,11
Kinetic 4,7,1,6,11
Yuen Long District Sports Association Limited,6,2,4,10
