Team,Played,Won,Lost,Points
The Squash Club 2,8,7,1,41
Twister,8,6,2,36
Centre Squash,8,7,1,31
Hong Kong Football Club 9,8,5,3,29
The Hong Kong Jockey Club Div 9,8,5,3,24
i-Mask Advance Squash Club 3,8,4,4,22
Kowloon Cricket Club 9,8,3,5,20
Kinetic 3,8,2,6,14
BOSS,8,1,7,12
HKPF Squash Team,8,0,8,11
