Team,Played,Won,Lost,Points
Hong Kong Cricket Club M2,7,5,2,28
Hong Kong Football Club M2A,6,4,2,23
Hong Kong Football Club M2B,7,4,3,21
Ladies Recreation Club M2,6,3,3,18
United Services Recreation Club M2,6,0,6,6
