Team,Played,Won,Lost,Points
The Squash Club 3,7,7,0,41
North District Sports Association 1,8,5,3,30
Craigengower Cricket Club,7,5,2,28
Arctic Circle,7,5,2,22
X-Alpha 5,7,3,4,19
MM Squash,7,3,4,18
Star River 2,7,3,4,17
Squashathon SocGen,7,1,6,11
Greenfield,7,0,7,5
