Team,Played,Won,Lost,Points
JESSICA L3,6,5,1,21
Hong Kong Cricket Club L3,6,4,2,18
Hong Kong Football Club L3B,6,3,3,16
Hong Kong Football Club L3A,7,2,5,15
Hong Kong Football Club L3C,7,2,5,10
