Team,Played,Won,Lost,Points
Sha Tin 3,7,5,2,30
Physical Chess 3,7,5,2,27
Squashathon Zero,7,5,2,27
i-Mask Advance Squash Club 2,6,5,1,26
TOMCAT,7,2,5,16
Kinetic 2,7,2,5,16
LONGVIEW,7,0,7,1
