Team,Played,Won,Lost,Points
i-Mask Advance Squash Club 7,8,5,3,30
HKIS Div 13,7,4,3,25
i-Mask Advance Squash Club 6,7,5,2,23
Smart Squash 2,7,4,3,23
JSA 1,7,4,3,21
Bravo D13,7,3,4,18
Vitality Squash 2,7,2,5,17
NEXUS 3,7,3,4,16
Smart Squash 3,7,2,5,15
