Team,Played,Won,Lost,Points
Kowloon Cricket Club 2,7,6,1,34
Hong Kong Football Club 2A,6,6,0,26
Hong Kong Football Club 2B,7,3,4,20
Hong Kong Cricket Club D2,6,0,6,8
Young Player 2,6,1,5,7
