Team,Played,Won,Lost,Points
Sha Tin 4,8,8,0,46
RELAY 1,7,6,1,32
Thunder 2,8,6,2,31
United Services Recreation Club 3,8,4,4,24
Hong Kong Cricket Club D10,7,4,3,24
Kwai Tsing District Squash Club,7,4,3,23
Banbil,7,3,4,19
i-Mask Advance Squash Club 4,7,2,5,14
Squashathon Advance,7,2,5,13
Mercury,6,0,6,6
Bravo D10,6,0,6,2
