Team,Played,Won,Lost,Points
i-Mask Advance Squash Club 5,7,7,0,34
GMDBB,6,6,0,27
The Zero Squash Club D11,6,4,2,25
Alpha CUHK,7,5,2,22
Electrify Squash Div 11,6,4,2,21
7NT,6,4,2,20
South China Athletic Association,7,3,4,19
ZOMA,7,2,5,18
Sea Bear,7,1,6,12
Tuen Mun Squash Club,6,1,5,10
Invader Squash,7,0,7,8
