Team,Played,Won,Lost,Points
Kowloon Cricket Club M3,7,6,1,32
Hong Kong Cricket Club M3,7,5,2,30
Hong Kong Football Club M3A,7,4,3,28
Hong Kong Football Club M3B,7,5,2,24
Royal Hong Kong Yacht Club M3,6,3,3,20
Titlows Squash Master,7,1,6,8
OSF,7,0,7,2
