Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Hong Kong Cricket Club D7B,Hong Kong Cricket Club,2.75,2.0,0.75
i-Mask Advance Squash Club 1,Cornwall Street Squash Centre,3.8,3.2,0.5999999999999996
Physical Chess 2,Cornwall Street Squash Centre,3.8,3.4,0.3999999999999999
Kinetic 1,HK Squash Centre,1.5,1.25,0.25
Hong Kong Cricket Club D7A,Hong Kong Cricket Club,2.3333333333333335,2.125,0.20833333333333348
Thunder 1,Cornwall Street Squash Centre,2.0,1.8,0.19999999999999996
Hong Kong Football Club 7A,Hong Kong Football Club,2.857142857142857,2.857142857142857,0.0
Xavier,Cornwall Street Squash Centre,1.8,2.0,-0.19999999999999996
Social Squash Team,HK Squash Centre,1.4285714285714286,1.875,-0.4464285714285714
UST,Cornwall Street Squash Centre,2.6,3.2,-0.6000000000000001
Hong Kong Football Club 7B,Hong Kong Football Club,3.375,4.0,-0.625
