Team Name,Home,Average Home Score,Average Away Score,home_away_diff
The Zero Squash Club D11,Cornwall Street Squash Centre,4.5,2.3333333333333335,2.1666666666666665
Sea Bear,Cornwall Street Squash Centre,3.0,1.6666666666666667,1.3333333333333333
7NT,Cornwall Street Squash Centre,4.0,3.0,1.0
ZOMA,Cornwall Street Squash Centre,2.0,1.0,1.0
GMDBB,Cornwall Street Squash Centre,3.6666666666666665,3.0,0.6666666666666665
Electrify Squash Div 11,HK Squash Centre,3.625,3.125,0.5
Tuen Mun Squash Club,Cornwall Street Squash Centre,2.0,1.5,0.5
South China Athletic Association,HK Squash Centre,2.0,1.75,0.25
Invader Squash,Harbour Road Sports Centre,1.25,1.7777777777777777,-0.5277777777777777
i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,3.3333333333333335,4.0,-0.6666666666666665
Alpha CUHK,Cornwall Street Squash Centre,2.0,4.0,-2.0
