Home Team,Away Team,Venue,Match Week,Date
Physical Chess 5,Sha Tin 7,Cornwall Street Squash Centre,10,2025-01-25
Hong Kong Cricket Club 8,Royal Hong Kong Yacht Club Div 15,Hong Kong Cricket Club,10,2025-01-25
HKIS Div 15,Squashathon One,HK Squash Centre,10,2025-01-25
Squashathon One,Hong Kong Cricket Club 8,Cornwall Street Squash Centre,11,2025-02-08
Royal Hong Kong Yacht Club Div 15,Physical Chess 5,Royal Hong Kong Yacht Club,11,2025-02-08
Sha Tin 7,United Services Recreation Club 4,Cornwall Street Squash Centre,11,2025-02-08
United Services Recreation Club 4,Royal Hong Kong Yacht Club Div 15,United Services Recreation Club,12,2025-02-15
Physical Chess 5,Squashathon One,Cornwall Street Squash Centre,12,2025-02-15
Hong Kong Cricket Club 8,HKIS Div 15,Hong Kong Cricket Club,12,2025-02-15
HKIS Div 15,Physical Chess 5,HK Squash Centre,13,2025-02-22
Squashathon One,United Services Recreation Club 4,Cornwall Street Squash Centre,13,2025-02-22
Royal Hong Kong Yacht Club Div 15,Sha Tin 7,Royal Hong Kong Yacht Club,13,2025-02-22
Squashathon One,Sha Tin 7,Cornwall Street Squash Centre,14,2025-03-01
HKIS Div 15,United Services Recreation Club 4,HK Squash Centre,14,2025-03-01
Hong Kong Cricket Club 8,Physical Chess 5,Hong Kong Cricket Club,14,2025-03-01
United Services Recreation Club 4,Hong Kong Cricket Club 8,United Services Recreation Club,15,2025-03-08
Sha Tin 7,HKIS Div 15,Cornwall Street Squash Centre,15,2025-03-08
Royal Hong Kong Yacht Club Div 15,Squashathon One,Royal Hong Kong Yacht Club,15,2025-03-08
HKIS Div 15,Royal Hong Kong Yacht Club Div 15,HK Squash Centre,16,2025-03-15
Hong Kong Cricket Club 8,Sha Tin 7,Hong Kong Cricket Club,16,2025-03-15
Physical Chess 5,United Services Recreation Club 4,Cornwall Street Squash Centre,16,2025-03-15
Sha Tin 7,Physical Chess 5,Cornwall Street Squash Centre,17,2025-03-22
Royal Hong Kong Yacht Club Div 15,Hong Kong Cricket Club 8,Royal Hong Kong Yacht Club,17,2025-03-22
Squashathon One,HKIS Div 15,Cornwall Street Squash Centre,17,2025-03-22
Hong Kong Cricket Club 8,Squashathon One,Hong Kong Cricket Club,18,2025-03-29
Physical Chess 5,Royal Hong Kong Yacht Club Div 15,Cornwall Street Squash Centre,18,2025-03-29
United Services Recreation Club 4,Sha Tin 7,United Services Recreation Club,18,2025-03-29
Royal Hong Kong Yacht Club Div 15,United Services Recreation Club 4,Royal Hong Kong Yacht Club,19,2025-04-05
Squashathon One,Physical Chess 5,HK Squash Centre,19,2025-04-05
HKIS Div 15,Hong Kong Cricket Club 8,HK Squash Centre,19,2025-04-05
Physical Chess 5,HKIS Div 15,Cornwall Street Squash Centre,20,2025-04-12
United Services Recreation Club 4,Squashathon One,United Services Recreation Club,20,2025-04-12
Sha Tin 7,Royal Hong Kong Yacht Club Div 15,Cornwall Street Squash Centre,20,2025-04-12
Physical Chess 5,HKIS Div 15,Cornwall Street Squash Centre,21,2025-04-26
United Services Recreation Club 4,Squashathon One,United Services Recreation Club,21,2025-04-26
Sha Tin 7,Royal Hong Kong Yacht Club Div 15,Cornwall Street Squash Centre,21,2025-04-26
