Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc,Total Rubbers
JESSICA Mochis,50.0,100.0,100.0,100.0,87.5,8
Squashathon Ladies,66.66666666666666,100.0,33.33333333333333,66.66666666666666,66.66666666666666,11
Hong Kong Football Club L4,66.66666666666666,33.33333333333333,50.0,100.0,62.5,10
JESSICA L4,50.0,100.0,50.0,50.0,62.5,8
Kwai Tsing District Squash Club L4,100.0,0.0,0.0,100.0,50.0,4
The Squash Club L4,100.0,0.0,0.0,0.0,25.0,4
Hong Kong Football Club JSA,100.0,0.0,0.0,0.0,25.0,1
Hong Kong Cricket Club Rockettes,0.0,0.0,0.0,0.0,0.0,8
