Team Name,Home,Average Home Score,Average Away Score,Difference
Hong Kong Cricket Club 7,Hong Kong Cricket Club,4.0,2.5555555555555554,1.4444444444444446
YLJR 3,Sir Denys Roberts Squash Court,2.0,1.0,1.0
Electrifing Squash,HK Squash Centre,2.2857142857142856,1.3333333333333333,0.9523809523809523
LRC Div 19,Ladies Recreation Club,4.555555555555555,3.6666666666666665,0.8888888888888888
i-Mask Advance Squash Club 9,HK Squash Centre,1.8333333333333333,1.0,0.8333333333333333
Sha Tin Squash Rackets Club Team 7,Cornwall Street Squash Centre,4.111111111111111,3.4444444444444446,0.6666666666666661
Vitality Squash 4,HK Squash Centre,1.6666666666666667,1.2857142857142858,0.38095238095238093
Fusion Squash Club 5,HK Squash Centre,2.142857142857143,2.0,0.1428571428571428
Sergio Tacchini KCC 19,Kowloon Cricket Club,2.7777777777777777,2.6666666666666665,0.11111111111111116
United Services Recreation Club 4,United Services Recreation Club,1.8888888888888888,2.0,-0.11111111111111116
