Team Name,Home,Average Home Score,Average Away Score,Difference
Fusion Squash Club 1,HK Squash Centre,2.3333333333333335,1.3333333333333333,1.0000000000000002
Squashathon,Cornwall Street Squash Centre,2.1666666666666665,1.1666666666666667,0.9999999999999998
X - Alpha,Cornwall Street Squash Centre,4.0,3.1666666666666665,0.8333333333333335
Hong Kong Football Club 5,Hong Kong Football Club,2.6666666666666665,2.111111111111111,0.5555555555555554
Sergio Tacchini KCC 5B,Kowloon Cricket Club,3.0,2.5,0.5
Hong Kong Cricket Club 2,Hong Kong Cricket Club,2.2222222222222223,1.8888888888888888,0.3333333333333335
Howard's Folly Wine LRC Div 5,Ladies Recreation Club,0.2222222222222222,0.0,0.2222222222222222
Energetic,Cornwall Street Squash Centre,3.8333333333333335,3.6666666666666665,0.16666666666666696
Sha Tin Squash Rackets Club Team 1,Cornwall Street Squash Centre,3.5,3.3333333333333335,0.16666666666666652
Sergio Tacchini KCC 5A,Kowloon Cricket Club,4.375,4.625,-0.25
