Team Name,Home,Average Home Score,Average Away Score,Difference
Winter Warriors,HK Squash Centre,3.111111111111111,2.0,1.1111111111111112
7NT,Cornwall Street Squash Centre,2.5,2.0,0.5
Sha Tin Squash Rackets Club Team 5,Cornwall Street Squash Centre,1.4,1.25,0.1499999999999999
Hong Kong Cricket Club 6,Hong Kong Cricket Club,2.7777777777777777,2.6666666666666665,0.11111111111111116
Star River 2,Cornwall Street Squash Centre,1.8,2.0,-0.19999999999999996
i-Mask Advance Squash Club 6,Cornwall Street Squash Centre,3.0,3.4,-0.3999999999999999
Invader Squash,HK Squash Centre,2.2857142857142856,3.3333333333333335,-1.047619047619048
