Team Name,Home,Average Home Score,Average Away Score,Difference
Star River 3,Cornwall Street Squash Centre,3.0,2.4,0.6000000000000001
Latecomers,Cornwall Street Squash Centre,1.2,0.8,0.3999999999999999
North District Sports Association 1,Cornwall Street Squash Centre,3.6,3.2,0.3999999999999999
CSD,HK Squash Centre,0.7142857142857143,0.42857142857142855,0.28571428571428575
Hong Kong Football Club 16,Hong Kong Football Club,2.2,2.0,0.20000000000000018
Kinetic 3,HK Squash Centre,3.857142857142857,3.7142857142857144,0.1428571428571428
South China Athletic Association,HK Squash Centre,3.4285714285714284,3.4285714285714284,0.0
Global Squash 2,HK Squash Centre,1.7142857142857142,1.8571428571428572,-0.14285714285714302
ZOMA,Cornwall Street Squash Centre,3.4,3.6,-0.20000000000000018
Airporterz,Cornwall Street Squash Centre,3.0,3.4,-0.3999999999999999
Sha Tin Squash Rackets Club Team 6,Cornwall Street Squash Centre,2.4,2.8,-0.3999999999999999
