Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10,11
Sha Tin 5,20,14.70735367683842,5.292646323161581,75.37218609304652,96.5982991495748,50.775387693846916,28.564282141070535,11.955977988994498,5.302651325662831,2.5512756378189096,0.5002501250625313,0.25012506253126565,0.10005002501250625,0.0,0.0,0.0
BOSS,20,13.302651325662831,6.697348674337168,72.68434217108555,90.29514757378689,27.813906953476735,32.51625812906453,18.859429714857427,11.105552776388194,4.9524762381190595,2.501250625312656,1.4007003501750876,0.6503251625812907,0.1500750375187594,0.05002501250625312,0.0
Kinetic 3,20,13.792396198099048,6.207603801900951,69.00350175087544,77.78889444722361,14.357178589294648,20.210105052526263,26.3631815907954,16.858429214607305,11.255627813906953,6.453226613306653,3.1015507753876936,1.2006003001500751,0.1500750375187594,0.05002501250625312,0.0
The Squash Club 3,20,10.70985492746373,9.29014507253627,64.56728364182091,47.12356178089044,3.651825912956478,6.8534267133566775,15.757878939469736,20.860430215107552,18.459229614807406,15.657828914457228,9.954977488744372,5.552776388194097,2.751375687843922,0.5002501250625313,0.0
Global Squash 2,20,11.02551275637819,8.97448724362181,63.944972486243124,43.1215607803902,2.2511255627813904,7.003501750875437,13.856928464232116,20.01000500250125,21.210605302651324,16.858429214607305,10.055027513756878,5.502751375687844,2.351175587793897,0.9004502251125562,0.0
Tuen Mun Squash Club,20,10.540770385192596,9.459229614807404,61.11505752876438,26.313156578289146,0.80040020010005,3.3516758379189597,8.354177088544272,13.806903451725864,18.659329664832416,19.559779889944974,17.508754377188595,10.005002501250624,6.053026513256628,1.7508754377188593,0.1500750375187594
Star River 1,20,9.23911955977989,10.76088044022011,58.19159579789895,10.955477738869435,0.2001000500250125,1.150575287643822,2.851425712856428,6.753376688344172,12.756378189094548,20.710355177588795,20.460230115057527,19.009504752376188,10.905452726363182,4.9524762381190595,0.25012506253126565
7NT,20,7.742871435717859,12.25712856428214,55.06253126563281,4.8024012006003005,0.10005002501250625,0.10005002501250625,1.2006003001500751,3.401700850425213,6.153076538269135,10.205102551275639,17.408704352176088,24.512256128064035,22.011005502751377,13.256628314157078,1.6508254127063533
i-Mask Advance Squash Club 4,20,7.131065532766383,12.868934467233617,51.763881940970485,2.051025512756378,0.05002501250625312,0.2001000500250125,0.5502751375687844,1.250625312656328,2.351175587793897,4.4022011005502755,11.955977988994498,18.009004502251123,27.71385692846423,29.264632316158078,4.252126063031516
HKCC Tuesday Night Rockers,20,6.878939469734868,13.121060530265133,49.913956978489246,0.9504752376188095,0.0,0.05002501250625312,0.25012506253126565,0.6503251625812907,1.6508254127063533,3.1015507753876936,7.703851925962982,14.907453726863432,25.212606303151574,39.51975987993997,6.953476738369184
Invader Squash,20,4.929464732366183,15.070535267633817,38.38069034517258,0.0,0.0,0.0,0.0,0.0,0.0,0.05002501250625312,0.2001000500250125,0.5502751375687844,2.7013506753376686,9.75487743871936,86.74337168584292
