Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10,11,12
Electrify Squash Div 13,22,17.956978489244623,4.043021510755378,98.16858429214608,100.0,93.5967983991996,6.4032016008004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sha Tin 6,22,15.222611305652826,6.777388694347174,84.40070035017509,98.54927463731866,6.3031515757878935,74.83741870935468,13.406703351675839,4.00200100050025,1.2006003001500751,0.2001000500250125,0.05002501250625312,0.0,0.0,0.0,0.0,0.0
Fusion Squash Club 2,22,13.446223111555778,8.553776888444222,72.28514257128563,65.43271635817908,0.05002501250625312,8.204102051025512,30.76538269134567,26.413206603301653,17.258629314657327,9.304652326163081,4.252126063031516,2.051025512756378,0.9504752376188095,0.5502751375687844,0.2001000500250125,0.0
X-Alpha 5,22,12.530765382691346,9.469234617308654,71.95697848924462,59.77988994497248,0.05002501250625312,6.653326663331666,27.71385692846423,25.362681340670335,19.05952976488244,11.555777888944473,5.952976488244122,2.2511255627813904,0.750375187593797,0.5002501250625313,0.1500750375187594,0.0
Energy Squash Club 1,22,11.633316658329164,10.366683341670836,69.30515257628815,41.620810405202604,0.0,3.1015507753876936,16.65832916458229,21.860930465232617,23.611805902951478,15.957978989494748,9.704852426213106,5.252626313156578,2.5512756378189096,0.80040020010005,0.400200100050025,0.10005002501250625
HKIS Div 13,22,11.333666833416709,10.666333166583293,65.85642821410705,23.311655827913956,0.0,0.80040020010005,8.804402201100551,13.706853426713355,20.210105052526263,22.56128064032016,14.357178589294648,8.404202101050526,6.003001500750376,3.3516758379189597,1.6508254127063533,0.1500750375187594
Energy Squash Club 2,22,9.945972986493246,12.054027013506753,60.80740370185092,4.752376188094047,0.0,0.0,0.80040020010005,3.951975987993997,7.2536268134067035,16.908454227113555,22.811405702851424,19.109554777388695,12.906453226613307,9.904952476238119,5.2026013006503256,1.150575287643822
SocGen Squash,22,8.84592296148074,13.15407703851926,59.48874437218609,4.052026013006503,0.0,0.0,1.2006003001500751,2.851425712856428,5.502751375687844,11.005502751375689,16.558279139569784,21.410705352676338,17.30865432716358,13.156578289144571,9.354677338669335,1.6508254127063533
i-Mask Advance Squash Club 5,22,8.175087543771886,13.824912456228114,55.52676338169085,0.8004002001000501,0.0,0.0,0.10005002501250625,0.7003501750875438,2.2511255627813904,4.452226113056528,8.904452226113056,15.407703851925964,20.36018009004502,20.51025512756378,20.76038019009505,6.55327663831916
Yuen Long District Sports Association Limited,22,8.027513756878438,13.97248624312156,54.745372686343174,0.9004502251125563,0.0,0.0,0.3001500750375188,0.6003001500750376,2.1010505252626315,3.7518759379689848,8.804402201100551,11.455727863931967,17.608804402201102,21.91095547773887,24.362181090545274,9.104552276138069
Kinetic 4,22,8.54327163581791,13.45672836418209,54.4752376188094,0.8004002001000501,0.0,0.0,0.25012506253126565,0.5502751375687844,1.4507253626813406,4.202101050525263,8.15407703851926,12.8064032016008,18.05902951475738,22.611305652826413,22.011005502751377,9.904952476238119
Happy Squash 4,22,6.338669334667333,15.661330665332667,44.98349174587294,0.0,0.0,0.0,0.0,0.0,0.10005002501250625,0.10005002501250625,0.4502251125562781,1.8509254627313656,3.5017508754377187,6.7033516758379195,15.907953976988495,71.38569284642321
