Home Team,Away Team,Venue,Match Week,Date,Avg Simulated Home Points,Avg Simulated Away Points
Star River 2,Kinetic 3,Cornwall Street Squash Centre,21,2024-04-17,2.352235223522352,3.647764776477648
i-Mask Advance Squash Club 6,Latecomers,Cornwall Street Squash Centre,21,2024-04-17,3.992799279927993,2.007200720072007
Global Squash 2,Airporterz,Harbour Road Sports Centre,21,2024-04-17,3.642864286428643,2.357135713571357
Hong Kong Football Club 16,ZOMA,Hong Kong Football Club,21,2024-04-17,2.878087808780878,3.121912191219122
Sha Tin Squash Rackets Club 6,CSD Squash Team,Cornwall Street Squash Centre,21,2024-04-17,5.099709970997099,0.9002900290029003
SQUASHTASTIC 8,Winter Warriors,Kwun Chung Sports Centre,21,2024-04-17,2.634163416341634,3.365836583658366
Kinetic 3,SQUASHTASTIC 8,HK Squash Centre,22,2024-04-24,4.569156915691569,1.4308430843084308
Winter Warriors,Sha Tin Squash Rackets Club 6,HK Squash Centre,22,2024-04-24,2.0825082508250827,3.9174917491749173
CSD Squash Team,Hong Kong Football Club 16,HK Squash Centre,22,2024-04-24,1.3688368836883689,4.631163116311631
ZOMA,Global Squash 2,Cornwall Street Squash Centre,22,2024-04-24,2.620862086208621,3.379137913791379
Airporterz,i-Mask Advance Squash Club 6,Kwun Chung Sports Centre,22,2024-04-24,4.347034703470347,1.652965296529653
Latecomers,Star River 2,HK Squash Centre,22,2024-04-24,1.4874487448744875,4.512551255125513
