Team,Played,Won,Lost,Points
The Squash Club 3,6,6,0,35
North District Sports Association 1,7,5,2,30
Craigengower Cricket Club,6,4,2,24
X-Alpha 5,7,3,4,19
Arctic Circle,6,4,2,17
MM Squash,6,3,3,16
Star River 2,6,2,4,11
Squashathon SocGen,6,1,5,10
Greenfield,6,0,6,5
