Team,Played,Won,Lost,Points
Hong Kong Cricket Club D15,7,7,0,34
Squash Busters,7,6,1,29
Royal Hong Kong Yacht Club Div 15,7,5,2,26
Squashathon X,6,3,3,19
United Services Recreation Club 4,7,2,5,19
Sha Tin 6,6,3,3,18
North District Sports Association 3,7,1,6,14
HKIS Div 15,7,0,7,0
