Team,Played,Won,Lost,Points
Hong Kong Football Club M2A,6,4,2,23
Hong Kong Cricket Club M2,6,4,2,23
Hong Kong Football Club M2B,6,3,3,17
Ladies Recreation Club M2,5,3,2,16
United Services Recreation Club M2,5,0,5,5
