Team,Played,Won,Lost,Points
Squashathon Junior,7,6,1,34
Dream Catchers,7,6,1,28
TKO Junior 2,7,5,2,25
Happy Squash 5,7,4,3,24
Vitality Squash 3,7,2,5,15
RC,7,3,4,13
NEXUS 4,6,1,5,9
Electrify Squash Div 15,6,0,6,9
