Team,Played,Won,Lost,Points
Sha Tin 4,7,7,0,40
RELAY 1,6,6,0,32
Thunder 2,7,5,2,27
United Services Recreation Club 3,7,4,3,22
Hong Kong Cricket Club D10,6,3,3,20
Kwai Tsing District Squash Club,6,3,3,19
Banbil,6,3,3,17
i-Mask Advance Squash Club 4,7,2,5,14
Squashathon Advance,6,2,4,11
Mercury,6,0,6,6
Bravo D10,6,0,6,2
