Team,Played,Won,Lost,Points
North District Sports Association 2,7,7,0,34
Royal Hong Kong Yacht Club Div 14,7,6,1,34
The Squash Club 4,7,5,2,31
Physical Chess 5,7,4,3,25
8 Virtues + 1,7,4,3,23
Hong Kong Football Club 14,7,3,4,20
RELAY 2,7,3,4,20
TKO Junior 1,7,3,4,19
Ladies Recreation Club Div 14,7,2,5,14
TNG 3,7,3,4,12
Squash-On,7,2,5,11
Fusion Squash Club 4,7,0,7,1
