Team,Played,Won,Lost,Points
WAKO,7,6,1,30
Hong Kong Football Club M4A,7,5,2,27
SKCSC M4,7,5,2,26
Hong Kong Football Club M4B,7,4,3,23
Kowloon Cricket Club M4,7,4,3,23
Hong Kong Cricket Club M4,7,3,4,20
Hong Kong Club Blue,7,3,4,18
United Services Recreation Club M4,7,1,6,16
Bolton,7,2,5,15
Royal Hong Kong Yacht Club M4,7,2,5,12
