Team,Played,Won,Lost,Points
Hong Kong Football Club M1A,6,6,0,20
Hong Kong Cricket Club M1A,6,3,3,15
Hong Kong Football Club M1B,5,3,2,11
Hong Kong Cricket Club M1B,6,1,5,7
Squashathon M+,5,1,4,3
