Team,Played,Won,Lost,Points
i-Mask Advance Squash Club 2,6,5,1,26
Sha Tin 3,6,4,2,24
Squashathon Zero,6,4,2,23
Physical Chess 3,5,3,2,16
Kinetic 2,6,2,4,15
TOMCAT,6,2,4,14
LONGVIEW,5,0,5,1
