Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Electrify Squash Div 13,70.58823529411765,94.11764705882352,88.23529411764706,88.23529411764706,91.66666666666666,86.5686274509804,80
Fusion Squash Club 2,64.70588235294117,64.70588235294117,58.82352941176471,66.66666666666666,69.23076923076923,64.8265460030166,79
Sha Tin 6,72.22222222222221,66.66666666666666,55.55555555555556,47.05882352941176,80.0,64.30065359477123,81
SocGen Squash,42.10526315789473,44.44444444444444,61.111111111111114,62.5,72.72727272727273,56.577618288144606,82
Energy Squash Club 2,18.75,75.0,93.33333333333333,50.0,33.33333333333333,54.08333333333333,65
HKIS Div 13,23.076923076923077,38.46153846153847,45.45454545454545,62.5,100.0,53.8986013986014,47
X-Alpha 5,56.25,40.0,50.0,42.857142857142854,45.45454545454545,46.91233766233766,70
i-Mask Advance Squash Club 5,84.61538461538461,38.46153846153847,30.76923076923077,25.0,40.0,43.76923076923077,52
Energy Squash Club 1,47.05882352941176,37.5,50.0,46.15384615384615,22.22222222222222,40.58697838109603,71
Kinetic 4,64.70588235294117,11.76470588235294,35.294117647058826,25.0,36.36363636363637,34.62566844919786,78
Happy Squash 4,29.411764705882355,70.58823529411765,5.88235294117647,33.33333333333333,7.142857142857142,29.271708683473385,80
Yuen Long District Sports Association Limited,25.0,6.666666666666667,15.384615384615385,36.36363636363637,30.0,22.682983682983682,65
