Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Kowloon Cricket Club M4,44.44444444444444,66.66666666666666,77.77777777777779,55.55555555555556,33.33333333333333,55.55555555555556,45
Hong Kong Football Club M4B,37.5,62.5,75.0,62.5,37.5,55.0,40
WAKO,87.5,37.5,25.0,75.0,37.5,52.5,40
SKCSC M4,85.71428571428571,28.57142857142857,42.857142857142854,42.857142857142854,57.14285714285714,51.42857142857142,35
Hong Kong Football Club M4A,57.14285714285714,71.42857142857143,71.42857142857143,28.57142857142857,28.57142857142857,51.42857142857142,35
Hong Kong Cricket Club M4,71.42857142857143,57.14285714285714,57.14285714285714,28.57142857142857,42.857142857142854,51.42857142857142,35
United Services Recreation Club M4,66.66666666666666,33.33333333333333,44.44444444444444,44.44444444444444,37.5,45.27777777777777,44
Bolton,28.57142857142857,28.57142857142857,0.0,33.33333333333333,33.33333333333333,24.76190476190476,33
Hong Kong Club Blue,12.5,12.5,12.5,12.5,50.0,20.0,40
Royal Hong Kong Yacht Club M4,14.285714285714285,28.57142857142857,14.285714285714285,14.285714285714285,14.285714285714285,17.14285714285714,35
