Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Phoenix,16,15,1,81,66,14,2,5,0,0
Kowloon Cricket Club M3,16,12,4,67,55,25,0,1,0,0
Hong Kong Football Club M3A,16,12,4,64,52,28,0,7,0,0
Hong Kong Cricket Club M3,16,10,6,53,43,37,0,0,0,0
Royal Hong Kong Yacht Club M3,16,6,10,48,42,38,0,5,0,0
United Services Recreation Club M3,16,8,8,45,37,43,1,0,0,0
Hong Kong Football Club M3B,16,4,12,28,24,56,0,0,0,0
Hong Kong Club Blue,15,4,11,26,22,53,10,0,0,0
Bolton,15,0,15,14,14,61,5,0,0,0
