Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club L1A,9,9,0,33,24,3,0,3,0,1
Kowloon Cricket Club L1B,9,6,3,24,18,9,0,1,0,0
Kowloon Cricket Club L1A,9,6,3,22,17,10,0,2,1,0
Jessica,9,4,5,17,13,14,1,2,0,0
Hong Kong Cricket Club L1,9,2,7,9,7,20,2,0,0,0
Hong Kong Football Club L1B,9,0,9,1,2,25,5,0,1,1
