Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Cricket Club 6,20,18,2,93,75,25,0,6,0,0
Squashathon Zero,20,15,5,86,71,29,0,4,0,0
i-Mask Advance Squash Club 3,20,16,4,82,66,34,0,2,0,0
Sha Tin Squash Rackets Club 3,20,10,10,58,48,52,3,2,0,0
MERCURY,20,7,13,48,41,59,0,7,0,0
Kinetic 1,20,5,15,42,37,63,2,7,0,0
Studio Pro,20,5,15,35,30,70,9,6,0,0
Ladies Recreation Club Div 12,20,4,16,31,32,68,20,0,0,0
